Source,Target,Type,Id,Label,timeset,Weight
135969,34603,Directed,13341,,,3
135969,413,Directed,13342,,,1
135969,341,Directed,13343,,,1
135969,1604,Directed,13344,,,1
135969,36057,Directed,13430,,,2
135969,2504,Directed,13490,,,1
135969,27000,Directed,13958,,,1
136425,136425,Directed,13354,,,2
136576,136576,Directed,13359,,,9
136616,8607,Directed,13358,,,1
137116,1149,Directed,13380,,,1
137116,137116,Directed,13434,,,1
137127,1061,Directed,13381,,,3
137127,2215,Directed,13881,,,1
137484,93092,Directed,13392,,,3
137503,137503,Directed,13400,,,3
137503,144780,Directed,13577,,,1
137503,144228,Directed,13858,,,1
138738,413,Directed,13411,,,2
138738,138738,Directed,13412,,,1
139133,139134,Directed,13414,,,2
139133,139133,Directed,13415,,,1
139210,28903,Directed,13417,,,1
139344,28903,Directed,13418,,,1
139424,139424,Directed,13424,,,4
139835,80965,Directed,13428,,,1
139835,139835,Directed,13429,,,1
139903,139903,Directed,13433,,,1
140062,140063,Directed,13435,,,1
140063,140062,Directed,13439,,,1
140063,140063,Directed,13440,,,1
140422,140422,Directed,13455,,,5
140525,60124,Directed,13442,,,6
140525,2501,Directed,13443,,,6
140525,140525,Directed,13445,,,6
140525,140538,Directed,13446,,,5
140538,140525,Directed,13447,,,1
140538,60124,Directed,13448,,,1
140538,2501,Directed,13449,,,1
140538,140538,Directed,13450,,,1
141152,119,Directed,13461,,,1
142177,146164,Directed,13613,,,2
142177,142177,Directed,13614,,,1
142177,119,Directed,13615,,,1
142215,132336,Directed,13491,,,2
142215,128571,Directed,13539,,,2
142215,144452,Directed,13552,,,2
142437,142437,Directed,13497,,,3
142646,142646,Directed,13503,,,17
143627,143627,Directed,13521,,,17
144296,144286,Directed,13541,,,1
144320,123972,Directed,13659,,,1
144320,123779,Directed,13846,,,1
144320,155240,Directed,13852,,,1
144428,120301,Directed,13551,,,1
144428,144780,Directed,13558,,,1
144428,137503,Directed,13872,,,1
144504,123779,Directed,13847,,,1
144504,155316,Directed,13848,,,1
144504,155520,Directed,13854,,,1
144505,144504,Directed,13553,,,1
144505,155240,Directed,13875,,,2
144780,144780,Directed,13576,,,1
144833,128571,Directed,13560,,,1
144833,144452,Directed,13564,,,1
144833,123779,Directed,13838,,,1
144833,144833,Directed,13849,,,8
144833,155520,Directed,13868,,,1
145484,145496,Directed,13585,,,1
145484,145484,Directed,13698,,,1
145521,145522,Directed,13587,,,16
145521,32079,Directed,13686,,,1
145521,145521,Directed,13687,,,1
145580,145581,Directed,13589,,,1
145581,145580,Directed,13596,,,1
145581,145581,Directed,13597,,,1
145814,145814,Directed,13599,,,2
145814,146055,Directed,13607,,,2
145814,119,Directed,13608,,,3
145814,78184,Directed,14007,,,1
146056,146056,Directed,13609,,,14
146056,5975,Directed,13692,,,1
146164,142177,Directed,13611,,,1
146164,119,Directed,13612,,,1
146661,146661,Directed,13809,,,1
148108,110023,Directed,13631,,,2
149359,149359,Directed,13652,,,2
149359,124643,Directed,13653,,,1
149475,123779,Directed,13840,,,1
150110,150111,Directed,13667,,,1
150110,150112,Directed,13668,,,1
150111,150110,Directed,13672,,,1
150111,150111,Directed,13673,,,1
150111,150112,Directed,13674,,,1
150112,150110,Directed,13669,,,1
150112,150111,Directed,13670,,,1
150112,150112,Directed,13671,,,1
150849,150849,Directed,13693,,,1
150991,150991,Directed,13695,,,1
151940,151940,Directed,13700,,,2
151940,43,Directed,13701,,,1
152525,152526,Directed,13711,,,2
152525,31050,Directed,13712,,,2
152525,152527,Directed,13713,,,1
152525,80132,Directed,13714,,,2
152525,152528,Directed,13715,,,2
152525,152529,Directed,13716,,,2
152525,152530,Directed,13717,,,1
152525,153411,Directed,13742,,,1
152525,153412,Directed,13743,,,1
152525,152554,Directed,13744,,,1
152525,153413,Directed,13745,,,1
152525,79129,Directed,13746,,,1
152554,152525,Directed,13726,,,2
152554,152526,Directed,13727,,,2
152554,31050,Directed,13728,,,2
152554,152527,Directed,13729,,,1
152554,80132,Directed,13730,,,2
152554,152528,Directed,13731,,,2
152554,152529,Directed,13732,,,2
152554,152530,Directed,13733,,,1
152554,153411,Directed,13752,,,1
152554,153412,Directed,13753,,,1
152554,152554,Directed,13754,,,1
152554,153413,Directed,13755,,,1
152554,79129,Directed,13756,,,1
153268,153268,Directed,13737,,,12
153486,43,Directed,13769,,,2
153486,153486,Directed,13770,,,3
153567,153567,Directed,13771,,,1
154292,154293,Directed,13811,,,1
154292,43,Directed,13812,,,1
154292,154294,Directed,13813,,,1
154294,154292,Directed,13814,,,1
154294,154293,Directed,13815,,,1
154294,43,Directed,13816,,,1
154294,154294,Directed,13817,,,1
156023,16179,Directed,13864,,,125
156023,156024,Directed,13865,,,125
156023,147627,Directed,13866,,,125
156023,156023,Directed,13867,,,124
156658,156659,Directed,13876,,,1
156658,119,Directed,13957,,,1
156659,156659,Directed,13877,,,1
156748,43,Directed,13878,,,1
156748,488,Directed,13879,,,1
157462,157463,Directed,13910,,,1
157462,157464,Directed,13911,,,1
157462,157465,Directed,13912,,,1
158623,158637,Directed,13969,,,1
159183,159184,Directed,13992,,,1
159183,159185,Directed,13993,,,1
159183,159186,Directed,13994,,,1
159184,159183,Directed,13995,,,1
159184,159184,Directed,13996,,,1
159184,159185,Directed,13997,,,1
159184,159186,Directed,13998,,,1
159185,159183,Directed,14000,,,1
159185,159184,Directed,14001,,,1
159185,159185,Directed,14002,,,1
159185,159186,Directed,14003,,,1
159443,159443,Directed,14034,,,1
160194,160195,Directed,14057,,,1
