Source,Target,Type,Id,Label,timeset,Weight
1,1,Directed,10214,,,23
1,12366,Directed,12166,,,1
7,32721,Directed,13470,,,1
20,21,Directed,9378,,,1
20,982,Directed,9724,,,1
20,2334,Directed,9873,,,7
20,94530,Directed,12146,,,1
20,20,Directed,12147,,,1
20,827,Directed,12451,,,1
20,59198,Directed,12629,,,1
20,6081,Directed,12649,,,1
20,8116,Directed,12738,,,1
20,1652,Directed,13068,,,1
20,6040,Directed,13316,,,1
37,37,Directed,9524,,,12
39,41407,Directed,10783,,,1
39,41408,Directed,10784,,,1
39,1284,Directed,10785,,,1
43,48165,Directed,10956,,,1
46,46,Directed,9381,,,1
46,119,Directed,9382,,,1
48,119,Directed,9471,,,2
48,3929,Directed,9540,,,1
48,43,Directed,9560,,,2
48,1514,Directed,9738,,,1
48,48,Directed,9739,,,12
48,49,Directed,10213,,,2
48,1072,Directed,10250,,,1
48,8117,Directed,12042,,,1
48,1255,Directed,12347,,,3
48,115207,Directed,12735,,,3
49,659,Directed,10840,,,1
49,1571,Directed,11193,,,1
49,119,Directed,11521,,,2
49,3401,Directed,11522,,,2
49,413,Directed,12193,,,3
49,3107,Directed,12194,,,1
49,52119,Directed,13561,,,1
49,1865,Directed,13592,,,1
49,1652,Directed,13810,,,2
103,46,Directed,9415,,,1
103,1865,Directed,10414,,,3
103,103,Directed,10746,,,2
103,1061,Directed,10821,,,1
103,119,Directed,11178,,,1
103,46956,Directed,11523,,,1
103,982,Directed,11622,,,1
103,1652,Directed,12211,,,1
105,105,Directed,9487,,,1
105,106,Directed,9488,,,1
120,119,Directed,9379,,,64
130,131,Directed,9380,,,2
130,341,Directed,9390,,,1
130,119,Directed,9538,,,1
130,43,Directed,9772,,,1
130,2268,Directed,9820,,,1
130,374,Directed,9863,,,1
130,20878,Directed,10220,,,2
130,1012,Directed,10221,,,2
144,142,Directed,9391,,,1
144,144,Directed,9392,,,2
144,145,Directed,9393,,,2
144,103670,Directed,13984,,,1
145,142,Directed,9385,,,3
145,144,Directed,9386,,,4
145,145,Directed,9387,,,3
145,103670,Directed,13983,,,1
151,82286,Directed,13284,,,1
174,175,Directed,9383,,,26
174,177,Directed,9384,,,18
174,1251,Directed,9709,,,1
174,859,Directed,10338,,,7
174,11201,Directed,10607,,,3
174,374,Directed,11726,,,6
174,65631,Directed,11727,,,3
174,7045,Directed,11728,,,3
174,11583,Directed,12111,,,3
174,3929,Directed,12601,,,1
174,38817,Directed,14048,,,1
175,2391,Directed,9490,,,1
175,10052,Directed,9753,,,1
175,175,Directed,9754,,,4
175,14292,Directed,10106,,,2
175,5770,Directed,10107,,,2
175,4111,Directed,10130,,,1
175,48165,Directed,10954,,,1
175,1599,Directed,11464,,,2
175,374,Directed,11465,,,1
175,65631,Directed,11466,,,1
175,7045,Directed,11467,,,1
175,10161,Directed,12316,,,1
175,73729,Directed,12674,,,1
175,26688,Directed,12675,,,1
205,205,Directed,9399,,,716
205,13156,Directed,12382,,,1
214,43,Directed,10739,,,1
214,214,Directed,10740,,,1
217,3435,Directed,9522,,,1
217,413,Directed,9833,,,1
217,51949,Directed,11088,,,1
227,228,Directed,12714,,,4
227,227,Directed,12715,,,13
227,128216,Directed,13185,,,1
228,227,Directed,12708,,,6
228,228,Directed,12937,,,1
236,236,Directed,9698,,,4
236,11523,Directed,11094,,,1
236,1851,Directed,11095,,,2
236,103670,Directed,13518,,,1
254,1012,Directed,10320,,,1
254,26418,Directed,10342,,,1
254,254,Directed,12488,,,2
254,413,Directed,12489,,,1
255,250,Directed,9388,,,1
255,119,Directed,13465,,,2
255,1012,Directed,13896,,,2
255,255,Directed,13897,,,2
255,294,Directed,13898,,,2
255,600,Directed,13920,,,1
255,106072,Directed,14010,,,1
255,106073,Directed,14011,,,1
294,250,Directed,9389,,,1
294,294,Directed,10293,,,3
294,5746,Directed,13273,,,1
294,119,Directed,13274,,,1
294,123255,Directed,13402,,,2
294,227,Directed,13425,,,1
294,1012,Directed,13894,,,2
294,255,Directed,13895,,,2
341,1604,Directed,10012,,,11
341,6969,Directed,11191,,,2
341,17432,Directed,13259,,,2
374,2268,Directed,9523,,,112
374,46,Directed,9525,,,10
374,858,Directed,9526,,,4
374,119,Directed,9579,,,101
374,5578,Directed,9580,,,90
374,374,Directed,9783,,,77
374,5483,Directed,10010,,,1
374,175,Directed,10131,,,13
374,1012,Directed,10191,,,7
374,21145,Directed,10236,,,1
374,2421,Directed,10520,,,67
374,5751,Directed,10908,,,1
374,1599,Directed,11476,,,1
374,65631,Directed,11477,,,10
374,7045,Directed,11478,,,10
374,26322,Directed,11517,,,24
374,659,Directed,11696,,,1
374,12304,Directed,11768,,,1
374,8117,Directed,11796,,,1
374,236,Directed,11797,,,1
374,5955,Directed,11824,,,1
464,464,Directed,9394,,,2
500,500,Directed,10669,,,1
510,510,Directed,9395,,,66
532,1012,Directed,10194,,,2
535,488,Directed,9396,,,2
535,413,Directed,9429,,,7
535,25262,Directed,10367,,,1
535,1734,Directed,10368,,,1
535,119,Directed,10870,,,14
535,46854,Directed,10890,,,1
535,46956,Directed,10891,,,1
535,46855,Directed,10892,,,1
535,39,Directed,11024,,,3
535,6556,Directed,11222,,,1
535,151,Directed,11387,,,2
535,859,Directed,11932,,,1
535,112,Directed,12968,,,1
542,119,Directed,9397,,,1
542,413,Directed,9398,,,1
542,27360,Directed,10444,,,1
564,564,Directed,9400,,,6
576,2450,Directed,11632,,,1
576,2502,Directed,12419,,,2
576,1625,Directed,12979,,,1
600,8425,Directed,9670,,,2
600,12045,Directed,9961,,,1
600,1652,Directed,10013,,,1
600,6081,Directed,10014,,,1
600,12366,Directed,10261,,,1
600,25625,Directed,10330,,,1
600,13881,Directed,10363,,,1
600,2523,Directed,10364,,,1
600,14475,Directed,10443,,,1
600,8116,Directed,10543,,,1
600,374,Directed,10638,,,3
600,2268,Directed,11769,,,1
600,1549,Directed,12059,,,3
600,26122,Directed,12076,,,1
600,431,Directed,12638,,,1
600,2449,Directed,12639,,,1
600,102430,Directed,12784,,,1
600,2425,Directed,12785,,,1
600,119,Directed,13278,,,1
600,53327,Directed,13413,,,1
600,9398,Directed,13704,,,1
600,1012,Directed,13907,,,2
600,255,Directed,13908,,,1
600,294,Directed,13909,,,1
600,47226,Directed,14069,,,1
600,413,Directed,14070,,,1
659,119,Directed,13504,,,2
709,709,Directed,9401,,,1
721,913,Directed,9407,,,282
721,914,Directed,9408,,,282
738,119,Directed,9402,,,3
738,858,Directed,9993,,,1
738,175,Directed,11041,,,1
738,5701,Directed,11042,,,1
745,119,Directed,11203,,,2
745,745,Directed,11212,,,1
745,62215,Directed,11349,,,1
753,123800,Directed,13227,,,4
753,116056,Directed,13228,,,1
753,3150,Directed,13229,,,1
753,753,Directed,13537,,,1
753,12722,Directed,13581,,,1
753,1843,Directed,14062,,,1
753,154492,Directed,14063,,,1
753,154493,Directed,14064,,,1
767,767,Directed,13475,,,2
785,119,Directed,9403,,,100
785,786,Directed,9404,,,1
785,788,Directed,9405,,,12
785,1538,Directed,9427,,,4
785,2425,Directed,9517,,,12
785,2893,Directed,9537,,,8
785,3924,Directed,9539,,,6
785,43,Directed,9562,,,9
785,4505,Directed,9563,,,1
785,1652,Directed,9577,,,7
785,1843,Directed,9582,,,2
785,5518,Directed,9610,,,1
785,21,Directed,9712,,,2
785,175,Directed,9720,,,16
785,414,Directed,9855,,,1
785,858,Directed,9856,,,3
785,1865,Directed,9857,,,10
785,2461,Directed,9885,,,6
785,14292,Directed,9887,,,2
785,6081,Directed,10043,,,7
785,17933,Directed,10123,,,1
785,1826,Directed,10152,,,6
785,3467,Directed,10205,,,1
785,2281,Directed,10299,,,1
785,27184,Directed,10395,,,1
785,859,Directed,10457,,,2
785,217,Directed,10460,,,6
785,28459,Directed,10465,,,3
785,39,Directed,10472,,,1
785,27709,Directed,10473,,,1
785,12366,Directed,10474,,,1
785,11337,Directed,10531,,,3
785,7828,Directed,10571,,,1
785,11163,Directed,10617,,,2
785,28817,Directed,10621,,,1
785,9889,Directed,10630,,,1
785,34603,Directed,10849,,,1
785,151,Directed,10855,,,2
785,14913,Directed,10856,,,3
785,2836,Directed,10900,,,4
785,2334,Directed,10951,,,2
785,48165,Directed,10955,,,1
785,20917,Directed,10980,,,2
785,1571,Directed,11089,,,1
785,2348,Directed,11117,,,4
785,944,Directed,11257,,,1
785,60241,Directed,11289,,,26
785,431,Directed,11310,,,2
785,982,Directed,11311,,,3
785,2268,Directed,11483,,,1
785,417,Directed,11685,,,1
785,6097,Directed,12065,,,1
785,11374,Directed,12214,,,1
785,13156,Directed,12311,,,1
785,7784,Directed,12312,,,1
785,102430,Directed,12421,,,23
785,14784,Directed,12478,,,3
785,23114,Directed,12722,,,2
785,83563,Directed,12743,,,1
785,76044,Directed,12744,,,1
785,827,Directed,12786,,,1
785,38817,Directed,12787,,,1
785,12310,Directed,12791,,,1
785,2504,Directed,12793,,,1
785,4926,Directed,12918,,,1
785,2363,Directed,12930,,,1
785,15918,Directed,12969,,,1
785,26585,Directed,12995,,,1
785,46854,Directed,13155,,,1
785,853,Directed,13197,,,2
785,15282,Directed,13463,,,1
785,96783,Directed,13476,,,1
785,939,Directed,13590,,,1
785,29876,Directed,13624,,,1
785,1495,Directed,13821,,,1
785,3401,Directed,13880,,,1
785,158623,Directed,13968,,,1
785,78184,Directed,14006,,,1
785,131,Directed,14018,,,1
785,576,Directed,14019,,,1
785,159809,Directed,14036,,,1
785,1659,Directed,14046,,,1
785,2458,Directed,14071,,,1
791,791,Directed,9406,,,4
791,15282,Directed,9957,,,1
791,5568,Directed,11035,,,2
824,43,Directed,13496,,,1
851,131,Directed,10275,,,1
853,1691,Directed,9456,,,2
853,119,Directed,9457,,,6
853,853,Directed,9458,,,16
853,4111,Directed,9589,,,1
853,10052,Directed,9707,,,1
853,175,Directed,9708,,,5
853,10161,Directed,9764,,,1
853,7063,Directed,10204,,,1
853,19852,Directed,10968,,,1
853,1596,Directed,10969,,,1
853,217,Directed,10970,,,1
853,49023,Directed,11002,,,1
853,3467,Directed,11017,,,1
853,1599,Directed,11472,,,2
853,374,Directed,11473,,,1
853,65631,Directed,11474,,,1
853,7045,Directed,11475,,,1
853,78184,Directed,11845,,,1
853,43,Directed,12107,,,3
853,1659,Directed,12108,,,3
853,19629,Directed,12109,,,1
853,7828,Directed,12400,,,1
853,103670,Directed,12617,,,1
853,1625,Directed,12641,,,1
853,73729,Directed,12676,,,1
853,26688,Directed,12677,,,1
853,64913,Directed,12943,,,1
853,53267,Directed,13059,,,1
853,51699,Directed,13297,,,1
853,785,Directed,13339,,,2
853,43291,Directed,13622,,,1
853,3354,Directed,13999,,,1
853,13156,Directed,14027,,,1
853,5701,Directed,14028,,,1
861,1659,Directed,12110,,,3
909,181,Directed,11218,,,1
913,721,Directed,12045,,,3
913,913,Directed,12046,,,3
913,914,Directed,12047,,,3
927,26729,Directed,10358,,,1
927,927,Directed,10359,,,1
927,43,Directed,10360,,,1
932,119,Directed,11321,,,6
939,119,Directed,13526,,,8
939,8185,Directed,13527,,,4
939,2523,Directed,13528,,,8
939,78184,Directed,14029,,,4
943,944,Directed,9409,,,1
944,943,Directed,9413,,,1
944,944,Directed,9414,,,20
944,341,Directed,11391,,,1
944,18802,Directed,11392,,,3
944,13156,Directed,11527,,,3
944,4926,Directed,11528,,,1
944,3467,Directed,11763,,,1
944,7784,Directed,11764,,,1
944,119,Directed,12664,,,4
944,785,Directed,12762,,,2
944,1625,Directed,13001,,,1
944,4111,Directed,13350,,,1
944,103534,Directed,13690,,,1
974,975,Directed,9410,,,1
974,5715,Directed,9583,,,3
974,175,Directed,10135,,,3
974,5483,Directed,10437,,,4
974,12304,Directed,10438,,,2
974,10161,Directed,10439,,,2
974,6763,Directed,11373,,,1
974,12143,Directed,11786,,,1
974,17144,Directed,11787,,,1
974,974,Directed,11788,,,2
975,974,Directed,9411,,,2
975,975,Directed,9412,,,1
1012,827,Directed,9416,,,2
1012,858,Directed,9428,,,2
1012,1608,Directed,9449,,,3
1012,413,Directed,9450,,,3
1012,119,Directed,9451,,,9
1012,1012,Directed,9588,,,103
1012,1173,Directed,9612,,,7
1012,3119,Directed,9613,,,24
1012,9398,Directed,9786,,,20
1012,1669,Directed,9886,,,1
1012,175,Directed,10046,,,5
1012,18607,Directed,10137,,,1
1012,19547,Directed,10178,,,2
1012,861,Directed,10202,,,1
1012,20878,Directed,10218,,,1
1012,21145,Directed,10235,,,1
1012,25045,Directed,10319,,,2
1012,254,Directed,10321,,,1
1012,6040,Directed,10323,,,1
1012,2836,Directed,10401,,,2
1012,10627,Directed,10461,,,1
1012,2758,Directed,10589,,,2
1012,31342,Directed,10590,,,1
1012,532,Directed,10596,,,1
1012,8114,Directed,10760,,,4
1012,24133,Directed,10816,,,1
1012,43689,Directed,10818,,,2
1012,11791,Directed,10823,,,2
1012,46942,Directed,10877,,,2
1012,8115,Directed,10942,,,3
1012,8116,Directed,10943,,,2
1012,8117,Directed,10944,,,4
1012,10751,Directed,11068,,,3
1012,12366,Directed,11081,,,1
1012,52486,Directed,11108,,,3
1012,43288,Directed,11281,,,1
1012,48373,Directed,11355,,,1
1012,63575,Directed,11506,,,1
1012,14954,Directed,11524,,,2
1012,69386,Directed,11550,,,1
1012,2893,Directed,11864,,,1
1012,236,Directed,11933,,,1
1012,12276,Directed,12125,,,2
1012,21209,Directed,12176,,,1
1012,21334,Directed,12177,,,1
1012,24270,Directed,12178,,,1
1012,1272,Directed,12179,,,1
1012,2504,Directed,12195,,,2
1012,746,Directed,12283,,,2
1012,44677,Directed,12291,,,8
1012,10993,Directed,12369,,,1
1012,97013,Directed,12370,,,1
1012,19554,Directed,12376,,,3
1012,16822,Directed,12384,,,5
1012,64908,Directed,12444,,,2
1012,48,Directed,12445,,,3
1012,103670,Directed,12547,,,5
1012,11401,Directed,12563,,,3
1012,7828,Directed,12659,,,6
1012,25207,Directed,12697,,,1
1012,6539,Directed,12698,,,1
1012,83563,Directed,12742,,,2
1012,115207,Directed,12750,,,2
1012,3150,Directed,12758,,,2
1012,2334,Directed,12774,,,2
1012,9458,Directed,12929,,,1
1012,2348,Directed,12932,,,1
1012,120032,Directed,12933,,,2
1012,27709,Directed,13009,,,1
1012,98173,Directed,13049,,,2
1012,9659,Directed,13145,,,6
1012,21,Directed,13147,,,2
1012,31351,Directed,13165,,,2
1012,31352,Directed,13166,,,2
1012,46854,Directed,13173,,,1
1012,127877,Directed,13174,,,1
1012,50886,Directed,13178,,,5
1012,2461,Directed,13255,,,2
1012,14784,Directed,13269,,,1
1012,84987,Directed,13493,,,1
1012,9399,Directed,13584,,,1
1012,18968,Directed,13735,,,1
1012,1061,Directed,13806,,,1
1012,9889,Directed,13820,,,1
1012,11523,Directed,13886,,,2
1012,255,Directed,13892,,,6
1012,294,Directed,13893,,,6
1012,156564,Directed,13900,,,1
1012,106073,Directed,13977,,,2
1012,78184,Directed,14009,,,1
1022,1023,Directed,9417,,,2
1022,180,Directed,9418,,,2
1022,1022,Directed,9419,,,1
1061,119,Directed,10295,,,7
1061,23975,Directed,10296,,,1
1061,151,Directed,10608,,,2
1061,840,Directed,10618,,,2
1061,1061,Directed,10668,,,3
1061,103,Directed,10742,,,1
1061,25262,Directed,10765,,,1
1061,39,Directed,10766,,,1
1061,43689,Directed,10795,,,1
1061,24019,Directed,11276,,,6
1061,3929,Directed,11847,,,1
1061,413,Directed,12026,,,4
1061,572,Directed,12295,,,1
1061,1149,Directed,12648,,,2
1061,858,Directed,12919,,,1
1061,137127,Directed,13394,,,2
1071,119,Directed,9423,,,7
1071,2119,Directed,9699,,,1
1071,2807,Directed,9700,,,3
1071,1498,Directed,9923,,,5
1071,2461,Directed,12525,,,2
1071,21209,Directed,13023,,,3
1071,16669,Directed,13024,,,2
1071,19547,Directed,13025,,,1
1071,29153,Directed,13026,,,1
1071,413,Directed,13547,,,2
1071,151,Directed,13548,,,2
1071,217,Directed,13661,,,1
1071,1652,Directed,13662,,,1
1071,28817,Directed,13663,,,1
1072,48,Directed,10243,,,4
1072,1072,Directed,10258,,,2
1072,8116,Directed,10584,,,3
1072,2334,Directed,10609,,,2
1072,8117,Directed,10610,,,2
1072,19891,Directed,11208,,,1
1134,43031,Directed,10803,,,1
1142,175,Directed,9528,,,19
1142,10161,Directed,9767,,,1
1142,1142,Directed,9847,,,4
1142,119,Directed,9848,,,1
1142,943,Directed,9881,,,1
1142,7784,Directed,10462,,,3
1142,2221,Directed,10497,,,2
1142,217,Directed,11512,,,1
1142,1625,Directed,11544,,,1
1142,12992,Directed,12651,,,1
1142,125123,Directed,13131,,,1
1142,43,Directed,13132,,,1
1142,6969,Directed,13606,,,1
1194,175,Directed,9977,,,12
1194,1142,Directed,10451,,,6
1194,6763,Directed,10508,,,1
1194,13156,Directed,10552,,,1
1194,174,Directed,10595,,,3
1194,853,Directed,11003,,,1
1194,119,Directed,11004,,,2
1194,11689,Directed,11033,,,1
1194,12310,Directed,11096,,,1
1194,1500,Directed,11150,,,1
1194,7784,Directed,11154,,,1
1194,51097,Directed,11235,,,1
1194,177,Directed,11240,,,1
1194,1549,Directed,11275,,,3
1194,4111,Directed,11323,,,2
1194,2221,Directed,11340,,,1
1194,1625,Directed,11341,,,2
1194,2763,Directed,11552,,,1
1194,1486,Directed,11610,,,1
1194,24407,Directed,11611,,,1
1194,1597,Directed,11646,,,1
1194,14825,Directed,11652,,,4
1194,3467,Directed,11657,,,1
1194,76044,Directed,11765,,,1
1194,78008,Directed,11828,,,1
1194,944,Directed,11853,,,1
1194,14795,Directed,12058,,,3
1194,57078,Directed,12120,,,1
1194,8528,Directed,12280,,,1
1194,1659,Directed,12294,,,1
1194,104787,Directed,12596,,,1
1194,14809,Directed,12660,,,1
1194,102430,Directed,12678,,,1
1194,113835,Directed,12857,,,1
1194,114888,Directed,12858,,,1
1194,119067,Directed,12913,,,1
1194,119068,Directed,12914,,,1
1194,17353,Directed,12925,,,1
1241,2348,Directed,13067,,,1
1247,43,Directed,11491,,,1
1255,119,Directed,11298,,,2
1255,1251,Directed,11299,,,1
1272,724,Directed,9420,,,4
1272,3150,Directed,9512,,,1
1272,21129,Directed,10223,,,2
1272,1272,Directed,10245,,,13
1272,21,Directed,10336,,,7
1272,1652,Directed,10370,,,5
1272,12366,Directed,10468,,,4
1272,119,Directed,10778,,,3
1272,46815,Directed,10905,,,1
1272,1843,Directed,11261,,,2
1272,1865,Directed,11315,,,3
1272,1538,Directed,11650,,,6
1272,5746,Directed,13270,,,1
1366,21,Directed,9519,,,1
1366,1366,Directed,10606,,,3
1366,43,Directed,10631,,,7
1366,217,Directed,10632,,,3
1366,5568,Directed,12467,,,1
1366,119,Directed,12733,,,2
1396,1396,Directed,9421,,,8
1396,2363,Directed,10532,,,1
1396,5087,Directed,12063,,,1
1416,13846,Directed,10709,,,4
1416,40959,Directed,11667,,,2
1416,16606,Directed,12640,,,1
1451,119,Directed,9422,,,12
1451,1451,Directed,9552,,,5
1451,175,Directed,9553,,,5
1486,43,Directed,9744,,,7
1486,11353,Directed,9746,,,1
1486,175,Directed,10714,,,2
1486,450,Directed,11554,,,1
1486,572,Directed,11555,,,1
1486,1597,Directed,11576,,,2
1486,24407,Directed,11609,,,1
1486,119,Directed,13234,,,9
1486,103670,Directed,13248,,,2
1486,341,Directed,13249,,,2
1486,1604,Directed,13250,,,1
1486,17432,Directed,13251,,,2
1486,98173,Directed,13256,,,1
1486,28415,Directed,13281,,,1
1486,1486,Directed,13285,,,2
1493,3553,Directed,12661,,,1
1493,130142,Directed,13889,,,1
1495,1552,Directed,9482,,,1
1495,6515,Directed,9609,,,1
1495,10993,Directed,9740,,,1
1495,1495,Directed,9741,,,4
1495,119,Directed,9742,,,6
1495,1604,Directed,10499,,,1
1495,51699,Directed,11749,,,2
1495,98567,Directed,12315,,,2
1495,99203,Directed,12328,,,1
1495,19584,Directed,12519,,,2
1495,118733,Directed,12915,,,1
1495,76192,Directed,12991,,,1
1495,44972,Directed,13015,,,1
1495,8185,Directed,13524,,,2
1498,1071,Directed,9424,,,2
1498,119,Directed,9425,,,5
1498,1498,Directed,9940,,,3
1498,1272,Directed,10240,,,1
1498,21129,Directed,10241,,,1
1498,3400,Directed,11430,,,1
1498,217,Directed,12128,,,2
1498,1652,Directed,12129,,,2
1498,2807,Directed,12130,,,3
1498,28817,Directed,12150,,,1
1498,413,Directed,13545,,,2
1498,151,Directed,13546,,,2
1498,2119,Directed,13979,,,1
1500,26543,Directed,10453,,,1
1500,1500,Directed,11174,,,2
1500,14825,Directed,13641,,,1
1514,48,Directed,9426,,,9
1514,1514,Directed,9460,,,4
1549,1549,Directed,10265,,,2
1562,174,Directed,9727,,,1
1562,1652,Directed,11922,,,1
1585,1586,Directed,9430,,,12
1585,1587,Directed,9431,,,8
1585,1588,Directed,9432,,,31
1585,1589,Directed,9433,,,4
1585,1591,Directed,9434,,,32
1585,3743,Directed,9530,,,15
1585,7214,Directed,9619,,,5
1585,4772,Directed,9715,,,10
1585,1585,Directed,9716,,,7
1585,6324,Directed,9717,,,21
1585,39786,Directed,10883,,,3
1585,46980,Directed,10884,,,15
1585,33547,Directed,10982,,,7
1585,71401,Directed,11577,,,11
1585,46968,Directed,11707,,,4
1586,1585,Directed,9591,,,1
1586,1586,Directed,9592,,,1
1586,1591,Directed,9593,,,1
1586,1588,Directed,9594,,,1
1586,3743,Directed,9595,,,1
1589,1585,Directed,9441,,,6
1589,1586,Directed,9442,,,4
1589,1587,Directed,9443,,,1
1589,1588,Directed,9444,,,9
1589,1589,Directed,9445,,,10
1589,1591,Directed,9446,,,9
1589,3743,Directed,9536,,,2
1589,7214,Directed,9621,,,1
1589,4772,Directed,10406,,,2
1589,6324,Directed,10407,,,9
1589,39786,Directed,10741,,,4
1589,34616,Directed,11148,,,1
1589,46968,Directed,11371,,,2
1591,1585,Directed,9531,,,33
1591,1588,Directed,9532,,,29
1591,1591,Directed,9533,,,38
1591,3743,Directed,9534,,,10
1591,1586,Directed,9535,,,7
1591,7214,Directed,9620,,,5
1591,6324,Directed,10409,,,30
1591,4772,Directed,10410,,,16
1591,33547,Directed,10616,,,7
1591,39786,Directed,10743,,,7
1591,1589,Directed,10744,,,6
1591,46980,Directed,10885,,,23
1591,46968,Directed,11704,,,12
1591,71401,Directed,11705,,,18
1591,1587,Directed,11706,,,14
1595,1596,Directed,9435,,,1
1595,1597,Directed,9436,,,1
1595,1598,Directed,9437,,,1
1595,175,Directed,9438,,,5
1595,131,Directed,9439,,,1
1595,1599,Directed,9440,,,1
1595,19458,Directed,10314,,,4
1595,1595,Directed,10315,,,2
1595,1659,Directed,10674,,,1
1596,4111,Directed,10001,,,2
1596,19852,Directed,10199,,,2
1596,1596,Directed,10200,,,2
1596,175,Directed,10673,,,3
1596,3519,Directed,10699,,,2
1596,217,Directed,10967,,,1
1596,13156,Directed,11427,,,1
1596,1599,Directed,11479,,,1
1596,374,Directed,11480,,,1
1596,65631,Directed,11481,,,1
1596,7045,Directed,11482,,,1
1596,12304,Directed,11731,,,1
1597,1599,Directed,9874,,,1
1597,13770,Directed,9875,,,1
1597,3519,Directed,9876,,,1
1597,5483,Directed,9964,,,1
1597,1486,Directed,10720,,,1
1597,175,Directed,10721,,,9
1597,43,Directed,10722,,,3
1597,40692,Directed,10770,,,1
1597,4926,Directed,10953,,,2
1597,1659,Directed,11260,,,1
1597,59084,Directed,11264,,,1
1597,13156,Directed,11426,,,7
1597,67081,Directed,11511,,,1
1597,1652,Directed,11536,,,2
1597,32721,Directed,11566,,,1
1597,74127,Directed,11680,,,2
1597,1597,Directed,12259,,,3
1597,3467,Directed,12298,,,5
1597,51097,Directed,12410,,,1
1597,982,Directed,12463,,,1
1597,576,Directed,12466,,,2
1597,113835,Directed,12701,,,1
1597,3401,Directed,13076,,,1
1597,5701,Directed,13187,,,1
1597,17604,Directed,14012,,,1
1597,7784,Directed,14013,,,1
1597,853,Directed,14038,,,1
1599,13770,Directed,9852,,,2
1599,3519,Directed,9853,,,1
1599,175,Directed,11449,,,1
1599,374,Directed,11450,,,1
1599,65631,Directed,11451,,,1
1599,7045,Directed,11452,,,1
1599,75766,Directed,11776,,,1
1599,73729,Directed,12666,,,1
1599,26688,Directed,12667,,,1
1599,113835,Directed,12710,,,2
1599,114888,Directed,12859,,,1
1604,341,Directed,12145,,,4
1604,3119,Directed,13314,,,1
1604,1604,Directed,13396,,,1
1608,413,Directed,9447,,,2
1608,119,Directed,9448,,,3
1608,1012,Directed,11999,,,1
1608,1,Directed,12000,,,1
1608,26064,Directed,12052,,,3
1608,26543,Directed,13372,,,1
1625,1625,Directed,9721,,,12
1625,1142,Directed,9722,,,1
1625,2221,Directed,9840,,,4
1625,7784,Directed,9841,,,3
1625,944,Directed,9859,,,4
1625,175,Directed,9860,,,8
1625,853,Directed,9861,,,3
1625,119,Directed,12663,,,1
1625,12474,Directed,13047,,,30
1625,53267,Directed,13064,,,1
1625,75014,Directed,13071,,,6
1625,1597,Directed,13077,,,3
1625,13156,Directed,13125,,,11
1625,3467,Directed,13156,,,8
1625,4926,Directed,13160,,,6
1625,17604,Directed,13161,,,2
1625,5701,Directed,13189,,,4
1625,1599,Directed,13642,,,1
1625,17353,Directed,13825,,,1
1625,576,Directed,14017,,,1
1625,11980,Directed,14023,,,1
1658,119,Directed,9452,,,10
1658,1659,Directed,9453,,,7
1669,1451,Directed,9690,,,1
1691,119,Directed,9454,,,26
1691,853,Directed,9455,,,3
1691,7063,Directed,10073,,,2
1691,1691,Directed,10074,,,6
1691,413,Directed,10602,,,1
1691,764,Directed,11312,,,4
1691,63847,Directed,11410,,,1
1691,25788,Directed,11411,,,1
1691,61667,Directed,11412,,,1
1691,151,Directed,12051,,,2
1691,19629,Directed,12112,,,1
1691,1659,Directed,12113,,,1
1691,128269,Directed,13530,,,1
1691,43,Directed,13549,,,10
1691,8185,Directed,13650,,,2
1691,103670,Directed,13986,,,2
1691,3354,Directed,13988,,,2
1691,78184,Directed,13990,,,3
1691,13881,Directed,14025,,,1
1810,175,Directed,9459,,,5
1810,1810,Directed,9909,,,1
1815,1865,Directed,10377,,,1
1815,18968,Directed,10463,,,1
1815,2344,Directed,11005,,,2
1815,12366,Directed,13126,,,1
1815,26418,Directed,13169,,,1
1834,1834,Directed,9463,,,5
1834,1835,Directed,9464,,,8
1834,43,Directed,9496,,,1
1835,1834,Directed,9468,,,3
1835,1835,Directed,9469,,,7
1835,43,Directed,9494,,,1
1839,1839,Directed,10583,,,4
1844,48,Directed,9662,,,2
1844,1514,Directed,9756,,,1
1844,11523,Directed,9758,,,3
1844,15730,Directed,9973,,,1
1844,18658,Directed,10174,,,1
1844,1652,Directed,10175,,,1
1844,2334,Directed,10238,,,3
1844,10993,Directed,10300,,,2
1844,10432,Directed,10301,,,1
1844,1012,Directed,10568,,,1
1844,8117,Directed,10876,,,1
1844,2202,Directed,11332,,,2
1844,11708,Directed,11686,,,1
1844,119,Directed,12252,,,1
1844,97013,Directed,12253,,,1
1844,26418,Directed,12348,,,1
1844,22497,Directed,12361,,,1
1844,982,Directed,12492,,,1
1844,59197,Directed,12621,,,1
1844,12366,Directed,12759,,,1
1844,22559,Directed,13395,,,1
1844,1,Directed,13617,,,1
1844,18831,Directed,14005,,,1
1851,1851,Directed,9461,,,4
1851,236,Directed,9462,,,5
1851,11523,Directed,11093,,,2
1851,103670,Directed,13519,,,1
1858,1251,Directed,9954,,,1
1858,1858,Directed,10528,,,7
1858,791,Directed,11066,,,1
1858,19279,Directed,11519,,,1
1858,22856,Directed,11813,,,3
1858,1416,Directed,11869,,,2
1858,2905,Directed,12293,,,1
1858,39,Directed,13635,,,1
1880,1881,Directed,9465,,,81
1881,1880,Directed,9467,,,79
