edge,centrality
"('cortana', 'help')",0.00029501837280433653
"('cortana', 'thanks')",0.00029495443422384383
"('cortana', 'books')",0.00029248064678529586
"('cortana', 'dogs')",0.00029148208866547115
"('cortana', 'games')",0.0002914701714446903
"('cortana', 'nsa')",0.00029084074163583727
"('cortana', 'movies')",0.00029077903376229994
"('cortana', 'cnet')",0.00029048062786235675
"('cortana', 'general')",0.0002899395982848164
"('cortana', 'pixel2')",0.00028969248083979363
"('cortana', 'speech')",0.0002884884489089826
"('cortana', 'creepy')",0.0002883149873020598
"('cortana', 'hindi')",0.0002877815858281702
"('cortana', 'opensource')",0.0002861323028069875
"('cortana', 'consumer')",0.0002847453625751597
"('cortana', 'play')",0.00028300135444969785
"('cortana', 'sale')",0.0002823762946722748
"('cortana', 'whatsapp')",0.0002817970135807622
"('cortana', 'ghost')",0.0002813906542836812
"('cortana', 'beta')",0.00028090645984468814
"('cortana', 'blackfridaydeals')",0.00028035257597662196
"('cortana', 'cute')",0.0002799317498470475
"('cortana', 'stupidquestionsforalexa')",0.00027875857439190794
"('cortana', 'e32018')",0.0002787376362820533
"('cortana', 'command')",0.00027866699196771983
"('cortana', 'bluetooth')",0.0002778145536708379
"('cortana', 'superbowl2018')",0.0002759176182359544
"('cortana', 'wow')",0.0002739960676696326
"('cortana', 'information')",0.0002715483778403023
"('cortana', 'bitcoin')",0.0002711097232265287
"('cortana', 'savage')",0.000270903074164523
"('cortana', 'cia')",0.0002706096124394375
"('cortana', 'story')",0.000269020058463451
"('cortana', 'vpa')",0.0002688655133690021
"('cortana', 'wemo')",0.0002682468254098498
"('cortana', 'surface')",0.0002670284065894861
"('cortana', 'ia')",0.00026420013052145483
"('cortana', 'dev')",0.0002610064400810122
"('cortana', 'reviews')",0.00025811790384466153
"('cortana', 'hackers')",0.0002572656080246588
"('cortana', 'company')",0.000255617114673017
"('cortana', 'wwdc2018')",0.000255130708635382
"('cortana', 'tvs')",0.0002543369751992265
"('cortana', 'drone')",0.000252728864318716
"('cortana', 'english')",0.00025161794651491016
"('cortana', 'meeting')",0.0002500813832116881
"('cortana', 'laptops')",0.0002499977873431107
"('cortana', 'skyrim')",0.0002499720290971353
"('cortana', 'hal')",0.00024789701993401355
"('cortana', 'conference')",0.00024676097887839425
"('cortana', 'facts')",0.0002458197240765718
"('cortana', 'alarm')",0.0002458189201523808
"('cortana', 'cyber')",0.0002449649561030355
"('cortana', 'huawei')",0.0002444408390089628
"('cortana', 'communication')",0.0002441749034519122
"('cortana', 'asia')",0.00024383750147202328
"('cortana', 'mrx')",0.00024362344110204518
"('cortana', 'snapchat')",0.0002413388508818626
"('cortana', 'tablets')",0.00023796856817828705
"('cortana', 'bug')",0.00023680058621178407
"('cortana', 'intel')",0.00023662188185049124
"('cortana', 'hacked')",0.00023321031290067542
"('cortana', 'comparison')",0.00023271655840925417
"('cortana', 'connected')",0.00023262483642339584
"('cortana', 'government')",0.00023042911990520283
"('cortana', 'newtech')",0.00023010872060317527
"('cortana', 'mobileapp')",0.0002294943655622695
"('cortana', 'applehomepod')",0.00022892352076156358
"('cortana', 'intelligent')",0.00022859561397352282
"('cortana', 'monday')",0.00022810358889587603
"('cortana', 'gps')",0.0002278657878341611
"('cortana', 'yeelight')",0.00022779961328516583
"('cortana', 'qualcomm')",0.0002277772782025947
"('cortana', 'germany')",0.00022585780756078082
"('cortana', 'cam')",0.0002257178034805321
"('cortana', 'storyline')",0.00022486655363109884
"('cortana', 'terminator')",0.00022436405521505994
"('cortana', 'house')",0.00022371305038131664
"('cortana', 'fb')",0.00022199523910672065
"('cortana', 'firehd')",0.00022136307218560252
"('cortana', 'lg')",0.00022104671723485335
"('cortana', 'algorithms')",0.0002207584113892175
"('cortana', 'ge')",0.0002204771940268129
"('cortana', 'conversations')",0.00021983969926383436
"('cortana', 'startrek')",0.00021917987544736698
"('cortana', 'techcrunch')",0.00021684878276610148
"('cortana', 'startups')",0.00021572311292447277
"('cortana', 'build')",0.00021410336328609524
"('cortana', 'google_assistant')",0.0002107551596528975
"('cortana', 'merrychristmas')",0.00021048217770282138
"('cortana', 'joke')",0.00021012318437727847
"('cortana', 'ranked')",0.00020829429956933574
"('cortana', 'tax')",0.0002062358565654742
"('cortana', 'spot')",0.00020534617114740007
"('cortana', 'googleio')",0.00020425871897428456
"('cortana', 'report')",0.00020041955545777558
"('cortana', 'featured')",0.00020005607662109616
"('cortana', 'smartest')",0.00019882944197403723
"('cortana', 'email')",0.0001983245188934053
"('cortana', 'commands')",0.00019308381842691823
"('cortana', 'change')",0.00019011610746376905
"('cortana', 'netflix')",0.00018722810711545562
"('cortana', 'japan')",0.00018504059521560242
"('cortana', 'now')",0.00018262838696147244
"('cortana', 'language')",0.00018205228562938024
"('cortana', 'speechrecognition')",0.0001731469125034838
"('cortana', 'userexperience')",0.00017036080976876605
"('cortana', 'mycroft')",0.00017007804649959063
"('cortana', 'ootd')",0.00012933856213015886
"('cortana', 'allo')",8.733602061076035e-05
"('cortana', 'serverless')",7.624445345477625e-05
"('cortana', 'googleassist')",6.686649570396506e-05
"('cortana', 'windows8')",6.340548828110121e-05
"('cortana', 'spyware')",4.701608487567583e-05
"('cortana', 'stevejobs')",4.501989632137612e-05
"('cortana', 'digitalworkplace')",4.069656792747137e-05
"('cortana', 'smartcity')",3.212957316340014e-05
"('cortana', 'entrepreneurs')",2.7346945425093494e-05
"('cortana', 'smarttech')",2.5705442008779908e-05
"('cortana', 'hilarious')",2.485618274882776e-05
"('cortana', 'justask')",2.4418173491449653e-05
"('cortana', 'alexis')",1.567423238032355e-05
"('cortana', 'todo')",1.5662193229147313e-05
"('cortana', 'translator')",1.5263799421549933e-05
"('cortana', 'stem')",1.5239939441744014e-05
"('cortana', 'mwc2018')",1.4949338751647925e-05
"('cortana', 'conversational')",1.415747175374256e-05
"('cortana', 'hosting')",1.33097680891633e-05
"('cortana', 'womenintech')",1.2985851788957346e-05
"('cortana', 'hardcore')",1.1939685018025225e-05
"('cortana', 'intelligence')",1.120058930475729e-05
"('cortana', 'mcafee')",1.1012538546329037e-05
"('cortana', 'jobs')",1.0894794393070154e-05
"('cortana', 'hp')",1.0697872626168462e-05
"('cortana', 'smartlighting')",1.0631579443330135e-05
"('cortana', 'australia')",1.0547493931909881e-05
"('cortana', 'googlehomemini')",1.0401439664837951e-05
"('cortana', 'outlook')",1.0376333276048357e-05
