edges,weight
"('us', 'primeday')",1.0
"('chatbot', 'tips')",1.0
"('chatbot', 'microsoftteams')",1.0
"('chatbot', 'enterprise')",1.0
"('chatbot', 'botframework')",1.0
"('chatbot', 'laughing')",1.0
"('chatbot', 'life')",1.0
"('chatbot', 'voicecommerce')",1.0
"('chatbot', 'spying')",1.0
"('chatbot', 'features')",1.0
"('chatbot', 'joke')",1.0
"('chatbot', 'banking')",1.0
"('chatbot', 'social')",1.0
"('oo', 'primeday')",1.0
"('big', 'tits')",1.0
"('big', 'first')",1.0
"('big', 'adult')",1.0
"('big', 'johnson')",1.0
"('big', 'beauty')",1.0
"('big', 'of')",1.0
"('big', 'gets')",1.0
"('big', 'dad')",1.0
"('big', 'anal')",1.0
"('big', 'england')",1.0
"('big', 'nude')",1.0
"('big', 'remote')",1.0
"('big', 'discount')",1.0
"('big', 'blowjob')",1.0
"('big', 'space')",1.0
"('big', 'command')",1.0
"('big', 'websites')",1.0
"('big', 'dating')",1.0
"('big', 'beautiful')",1.0
"('big', 'family')",1.0
"('london', 'brexit')",1.0
"('london', 'jobs')",1.0
"('london', 'canada')",1.0
"('london', 'spain')",1.0
"('london', 'usa')",1.0
"('london', 'facts')",1.0
"('london', 'snow')",1.0
"('london', 'accelerator')",1.0
"('london', 'goodmorning')",1.0
"('london', 'cats')",1.0
"('london', 'cosplay')",1.0
"('london', 'lgbt')",1.0
"('london', 'power')",1.0
"('london', 'dance')",1.0
"('london', 'chung')",1.0
"('commands', 'custom')",1.0
"('commands', 'blueprints')",1.0
"('commands', 'cybersecurity')",1.0
"('bmw', 'smartcar')",1.0
"('bmw', 'carplay')",1.0
"('bmw', 'auto')",1.0
"('bmw', 'scottish')",1.0
"('bmw', 'integration')",1.0
"('cio', 'cybersecurity')",1.0
"('cio', 'dogs')",1.0
"('cio', 'dr')",1.0
"('crm', 'vpa')",1.0
"('crm', 'salesforce')",1.0
"('culture', 'trending')",1.0
"('culture', 'superbowl')",1.0
"('culture', 'superbowlcommercial')",1.0
"('culture', 'sxsw')",1.0
"('culture', 'voicerecognition')",1.0
"('culture', 'computing')",1.0
"('culture', 'siriusxm')",1.0
"('mobileapps', 'canada')",1.0
"('jokes', 'xmas')",1.0
"('jokes', 'xbox')",1.0
"('jokes', 'cosplay')",1.0
"('jokes', 'harrypotter')",1.0
"('jokes', 'wednesday')",1.0
"('jokes', 'laugh')",1.0
"('jokes', 'memes')",1.0
"('linux', 'nlp')",1.0
"('tits', 'pussy')",1.0
"('tits', 'space')",1.0
"('tits', 'command')",1.0
"('tits', 'websites')",1.0
"('tits', 'babe')",1.0
"('tits', 'party')",1.0
"('tits', 'xxx')",1.0
"('tits', 'blonde')",1.0
"('tits', 'nsfw')",1.0
"('tits', 'mother')",1.0
"('opensource', 'arduino')",1.0
"('opensource', 'energy')",1.0
"('healthtech', 'ces2018')",1.0
"('healthtech', 'pharma')",1.0
"('cats', 'truth')",1.0
"('cats', 'goodmorning')",1.0
"('cats', 'sundaymorning')",1.0
"('cartoon', 'ass')",1.0
"('cartoon', 'nude')",1.0
"('cartoon', 'comicstrip')",1.0
"('bangalore', 'meetup')",1.0
"('bangalore', 'alexadevs')",1.0
"('laptop', 'cameras')",1.0
"('laptop', 'asus')",1.0
"('laptop', 'pc')",1.0
"('laptop', 'cellphone')",1.0
"('voicerecognition', 'insurance')",1.0
"('voicerecognition', 'integration')",1.0
"('voicerecognition', 'salesforce')",1.0
"('voicerecognition', 'computing')",1.0
"('voicerecognition', 'branding')",1.0
"('voicerecognition', 'french')",1.0
"('voicerecognition', 'wednesdaywisdom')",1.0
"('gamechanger', 'xbox')",1.0
"('gamechanger', 'hulu')",1.0
"('gamechanger', 'firetvcube')",1.0
"('computers', 'writing')",1.0
"('computers', 'imac')",1.0
"('computers', 'cellphone')",1.0
"('computers', 'bot')",1.0
"('computers', 'usa')",1.0
"('computers', 'cognitive')",1.0
"('computers', 'pcs')",1.0
"('computers', 'virtualreality')",1.0
"('computers', 'googlerank')",1.0
"('computers', 'rankbio')",1.0
"('hardware', 'asia')",1.0
"('hardware', 'australia')",1.0
"('hardware', 'destiny')",1.0
"('hardware', 'ghost')",1.0
"('hardware', 'financial')",1.0
"('hardware', 'echospot')",1.0
"('hardware', 'ces')",1.0
"('hardware', 'canary')",1.0
"('hardware', 'television')",1.0
"('hardware', 'christian')",1.0
"('hardware', 'connected')",1.0
"('hardware', 'acer')",1.0
"('hardware', 'amazonfire')",1.0
"('hardware', 'enterprise')",1.0
"('pain', 'please')",1.0
"('headphones', 'primeday')",1.0
"('snapchat', 'beautiful')",1.0
"('cybersecurity', 'job')",1.0
"('cybersecurity', 'allo')",1.0
"('cybersecurity', 'biometrics')",1.0
"('cybersecurity', 'vulnerability')",1.0
"('cybersecurity', 'websites')",1.0
"('cybersecurity', 'googlenow')",1.0
"('cybersecurity', 'recording')",1.0
"('cybersecurity', 'ios12')",1.0
"('cybersecurity', 'dns')",1.0
"('cybersecurity', 'hotels')",1.0
"('cybersecurity', 'voiceassistants')",1.0
"('homeassistant', 'web')",1.0
"('homeassistant', 'lenovo')",1.0
"('homeassistant', 'nlp')",1.0
"('web', 'hosting')",1.0
"('web', 'backlinks')",1.0
"('web', 'learnseo')",1.0
"('web', 'buyseo')",1.0
"('web', 'ads')",1.0
"('light', 'online')",1.0
"('light', 'ecobee')",1.0
"('light', 'guide')",1.0
"('light', 'echospot')",1.0
"('australia', 'harmony')",1.0
"('australia', 'superbowl')",1.0
"('australia', 'gets')",1.0
"('australia', 'filmmaking')",1.0
"('australia', 'blueprints')",1.0
"('bing', 'reading')",1.0
"('bing', 'eng')",1.0
"('grace', 'xxx')",1.0
"('grace', 'ass')",1.0
"('grace', 'girl')",1.0
"('grace', 'first')",1.0
"('grace', 'bigboobs')",1.0
"('beautiful', 'beauty')",1.0
"('beautiful', 'handmade')",1.0
"('beautiful', 'earrings')",1.0
"('beautiful', 'lake')",1.0
"('beautiful', 'instagram')",1.0
"('beautiful', 'appstore')",1.0
"('beautiful', 'xxx')",1.0
"('beautiful', 'sound')",1.0
"('beautiful', 'chung')",1.0
"('asia', 'computing')",1.0
"('appletv', 'wwdc18')",1.0
"('appletv', 'movies')",1.0
"('appletv', 'airplay2')",1.0
"('appletv', 'germany')",1.0
"('appletv', 'ios12')",1.0
"('ia', 'internet')",1.0
"('producthunt', 'alexalaughing')",1.0
"('skynet', 'sjw')",1.0
"('skynet', 'destiny2')",1.0
"('skynet', 'superbowllii')",1.0
"('skynet', 'laughing')",1.0
"('skynet', 'laugh')",1.0
"('skynet', 'genesis')",1.0
"('skynet', 'hal9000')",1.0
"('skynet', 'westworld')",1.0
"('garyvee', 'integration')",1.0
"('garyvee', 'platform')",1.0
"('applenews', 'fakenews')",1.0
"('applenews', 'airpods')",1.0
"('applenews', 'patent')",1.0
"('applenews', 'breaking')",1.0
"('applenews', 'wwdc2018')",1.0
"('applenews', 'worldcup')",1.0
"('applenews', 'appstore')",1.0
"('follow', 'comment')",1.0
"('follow', 'winners')",1.0
"('follow', 'instagram')",1.0
"('follow', 'report')",1.0
"('follow', 'comics')",1.0
"('follow', 'roku')",1.0
"('follow', 'daily')",1.0
"('follow', 'momlife')",1.0
"('follow', 'beauty')",1.0
"('cinematography', 'engineering')",1.0
"('rap', 'game')",1.0
"('rap', 'christmas')",1.0
"('rap', 'seattle')",1.0
"('rap', 'dad')",1.0
"('rap', 'dance')",1.0
"('game', 'echobuttons')",1.0
"('game', 'family')",1.0
"('game', 'canary')",1.0
"('chung', 'perfect')",1.0
"('chung', 'eyes')",1.0
"('chung', 'live')",1.0
"('chung', 'blue')",1.0
"('chung', 'amanda')",1.0
"('perfect', 'augmentedreality')",1.0
"('perfect', 'awesome')",1.0
"('perfect', 'look')",1.0
"('perfect', 'lingerie')",1.0
"('perfect', 'queen')",1.0
"('moz', 'money')",1.0
"('moz', 'insurance')",1.0
"('voiceinterface', 'workplace')",1.0
"('voiceinterface', 'personalization')",1.0
"('enterprise', 'martech')",1.0
"('enterprise', 'voice18')",1.0
"('cute', 'jibo')",1.0
"('cute', 'echospot')",1.0
"('cute', 'internet')",1.0
"('cute', 'gmail')",1.0
"('cute', 'busty')",1.0
"('cute', 'pussy')",1.0
"('cute', 'please')",1.0
"('cute', 'anker')",1.0
"('cute', 'primeday')",1.0
"('jibo', 'daily')",1.0
"('jibo', 'party')",1.0
"('heating', 'native')",1.0
"('monitor', 'government')",1.0
"('story', 'saturdaymorning')",1.0
"('story', 'science')",1.0
"('story', 'writing')",1.0
"('story', 'human')",1.0
"('conversations', 'have')",1.0
"('conversations', 'conference')",1.0
"('conversations', 'workplace')",1.0
"('conversations', 'cia')",1.0
"('have', 'canada')",1.0
"('have', 'usa')",1.0
"('have', 'english')",1.0
"('have', 'instagram')",1.0
"('have', 'movies')",1.0
"('have', 'get')",1.0
"('have', 'nude')",1.0
"('have', 'first')",1.0
"('have', 'cam')",1.0
"('features', 'computing')",1.0
"('features', 'wwdc2018')",1.0
"('features', 'ios12')",1.0
"('features', 'airplay')",1.0
"('remote', 'arduino')",1.0
"('remote', 'esp8266')",1.0
"('remote', 'discount')",1.0
"('remote', 'integration')",1.0
"('remote', 'usa')",1.0
"('remote', 'job')",1.0
"('remote', 'harmony')",1.0
"('remote', 'works')",1.0
"('remote', 'logitech')",1.0
"('remote', 'amazonprimeday')",1.0
"('remote', 'compatible')",1.0
"('remote', 'plug')",1.0
"('remote', 'custom')",1.0
"('remote', 'firetvcube')",1.0
"('webtraffic', 'improve')",1.0
"('tc', 'destiny')",1.0
"('tc', 'ghost')",1.0
"('tc', 'voiceapps')",1.0
"('tc', 'canada')",1.0
"('tc', 'daily')",1.0
"('tc', 'report')",1.0
"('tc', 'holidays')",1.0
"('tc', 'canary')",1.0
"('tc', 'ces')",1.0
"('tc', 'television')",1.0
"('tc', 'christian')",1.0
"('winning', 'tgif')",1.0
"('winning', 'superbowl')",1.0
"('winning', 'superbowl2018')",1.0
"('winning', 'superbowlcommercial')",1.0
"('winning', 'superbowlcommercials')",1.0
"('winning', 'sblii')",1.0
"('winning', 'superbowlads')",1.0
"('winning', 'msbuild')",1.0
"('english', 'autocorrect')",1.0
"('english', 'live')",1.0
"('english', 'spanish')",1.0
"('hindi', 'french')",1.0
"('hindi', 'hardcore')",1.0
"('hindi', 'xxx')",1.0
"('bible', 'england')",1.0
"('hiring', 'lights')",1.0
"('hiring', 'parrot')",1.0
"('hiring', 'hr')",1.0
"('hiring', 'improve')",1.0
"('hiring', 'experience')",1.0
"('hiring', 'computing')",1.0
"('hiring', 'smarter')",1.0
"('jobs', 'lights')",1.0
"('jobs', 'parrot')",1.0
"('jobs', 'books')",1.0
"('party', 'house')",1.0
"('party', 'family')",1.0
"('party', 'friends')",1.0
"('party', 'friday')",1.0
"('party', 'professional')",1.0
"('party', 'summer')",1.0
"('party', 'primeday')",1.0
"('party', 'pcs')",1.0
"('germany', 'usa')",1.0
"('germany', 'siliconvalley')",1.0
"('germany', 'iphones')",1.0
"('germany', 'fifaworldcup2018')",1.0
"('germany', 'websites')",1.0
"('techtrends', 'virtualreality')",1.0
"('techtrends', 'mycroft')",1.0
"('speech', 'get')",1.0
"('speech', 'communication')",1.0
"('speech', 'accents')",1.0
"('speech', 'language')",1.0
"('speech', 'googlevoice')",1.0
"('speech', 'echospot')",1.0
"('speech', 'msbuild')",1.0
"('speech', 'build2018')",1.0
"('speech', 'integration')",1.0
"('speech', 'voicebot')",1.0
"('speech', 'parrot')",1.0
"('appstore', 'canada')",1.0
"('appstore', 'christmas')",1.0
"('appstore', 'market')",1.0
"('appstore', 'holidays')",1.0
"('appstore', 'googleplay')",1.0
"('appstore', 'messages')",1.0
"('dating', 'services')",1.0
"('dating', 'canada')",1.0
"('dating', 'usa')",1.0
"('dating', 'online')",1.0
"('dating', 'pornstar')",1.0
"('dating', 'bliss')",1.0
"('dating', 'instagram')",1.0
"('dating', 'report')",1.0
"('dating', 'get')",1.0
"('voiceassistants', 'ces2018')",1.0
"('voiceassistants', 'consumers')",1.0
"('voiceassistants', 'banking')",1.0
"('voiceassistants', 'bot')",1.0
"('voiceassistants', 'intelligent')",1.0
"('voiceassistants', 'artificalintelligence')",1.0
"('voiceassistants', 'france')",1.0
"('voiceassistants', 'signlanguage')",1.0
"('voiceassistants', 'lenovo')",1.0
"('voiceassistants', 'dogs')",1.0
"('banking', 'digitaltransformation')",1.0
"('banking', 'money')",1.0
"('banking', 'conversational')",1.0
"('banking', 'commerce')",1.0
"('banking', 'p2p')",1.0
"('first', 'anal')",1.0
"('first', 'wow')",1.0
"('first', 'cock')",1.0
"('first', 'create')",1.0
"('first', 'optoma')",1.0
"('first', 'projector')",1.0
"('first', 'blonde')",1.0
"('first', 'candy')",1.0
"('first', 'of')",1.0
"('first', 'nude')",1.0
"('anal', 'set')",1.0
"('anal', 'nude')",1.0
"('anal', 'adult')",1.0
"('anal', 'solo')",1.0
"('anal', 'spying')",1.0
"('anal', 'dad')",1.0
"('anal', 'workplace')",1.0
"('anal', 'hipaa')",1.0
"('anal', 'cock')",1.0
"('anal', 'girl')",1.0
"('anal', 'hardcore')",1.0
"('anal', 'bigboobs')",1.0
"('anal', 'pov')",1.0
"('anal', 'meeting')",1.0
"('anal', 'blowjob')",1.0
"('anal', 'live')",1.0
"('anal', 'cam')",1.0
"('anal', 'blonde')",1.0
"('super', 'goodmorning')",1.0
"('super', 'commercial')",1.0
"('super', 'nfl')",1.0
"('super', 'periscope')",1.0
"('super', 'eagles')",1.0
"('super', 'usa')",1.0
"('super', 'lost')",1.0
"('super', 'advert')",1.0
"('super', 'storm')",1.0
"('dad', 'spying')",1.0
"('dad', 'wednesday')",1.0
"('dad', 'gets')",1.0
"('dad', 'busty')",1.0
"('dad', 'ass')",1.0
"('dad', 'fight')",1.0
"('dad', 'worldcup')",1.0
"('dad', 'dance')",1.0
"('money', 'stupidquestionsforalexa')",1.0
"('money', 'job')",1.0
"('money', 'friends')",1.0
"('money', 'payments')",1.0
"('money', 'p2p')",1.0
"('money', 'googlerank')",1.0
"('money', 'rankbio')",1.0
"('course', 'create')",1.0
"('realestate', 'christmas')",1.0
"('realestate', 'smarthouse')",1.0
"('realestate', 'commercial')",1.0
"('realestate', 'livestream')",1.0
"('ass', 'busty')",1.0
"('ass', 'spanish')",1.0
"('ass', 'babe')",1.0
"('ass', 'raw')",1.0
"('cock', 'adult')",1.0
"('cock', 'gets')",1.0
"('cock', 'boobs')",1.0
"('cock', 'babe')",1.0
"('cock', 'hardcore')",1.0
"('cock', 'blonde')",1.0
"('humpday', 'stupidquestionsforalexa')",1.0
"('humpday', 'africangrey')",1.0
"('humpday', 'petra')",1.0
"('humpday', 'parrot')",1.0
"('alexadevs', 'meetup')",1.0
"('joke', 'sound')",1.0
"('joke', 'ces2018')",1.0
"('joke', 'ces')",1.0
"('laptops', 'ces2018')",1.0
"('laptops', 'asus')",1.0
"('laptops', 'pc')",1.0
"('laptops', 'computing')",1.0
"('bitcoin', 'crypto')",1.0
"('bitcoin', 'ces2018')",1.0
"('bitcoin', 'ces')",1.0
"('bitcoin', 'tax')",1.0
"('nfl', 'eagles')",1.0
"('nfl', 'superbowl')",1.0
"('nfl', 'winner')",1.0
"('nfl', 'superbowllii')",1.0
"('nfl', 'sunday')",1.0
"('nfl', 'superbowllll')",1.0
"('nfl', 'superbowlcommercials')",1.0
"('nfl', 'superbowlads')",1.0
"('nfl', 'commercials')",1.0
"('house', 'set')",1.0
"('house', 'learn')",1.0
"('house', 'of')",1.0
"('house', 'tutorial')",1.0
"('house', 'build')",1.0
"('augmentedreality', 'faceid')",1.0
"('augmentedreality', 'ces2018')",1.0
"('augmentedreality', 'consumers')",1.0
"('thankyou', 'canada')",1.0
"('thankyou', 'please')",1.0
"('thankyou', 'commercial')",1.0
"('thankyou', 'mother')",1.0
"('drupal', 'integration')",1.0
"('amazonfire', 'christmas')",1.0
"('amazonfire', 'social')",1.0
"('amazonfire', 'primeday2018')",1.0
"('virtualassistants', 'research')",1.0
"('virtualassistants', 'voiceapps')",1.0
"('virtualassistants', 'mrx')",1.0
"('virtualassistants', 'wwdc2018')",1.0
"('virtualassistants', 'wwdc18')",1.0
"('virtualassistants', 'spying')",1.0
"('lex', 'awsreinvent2017')",1.0
"('artificalintelligence', 'alexalaugh')",1.0
"('artificalintelligence', 'selfdrivingcars')",1.0
"('artificalintelligence', 'googlenow')",1.0
"('periscope', 'eagles')",1.0
"('periscope', 'instagram')",1.0
"('periscope', 'pandora')",1.0
"('periscope', 'siriusxm')",1.0
"('engineering', 'conversationalcommerce')",1.0
"('engineering', 'china')",1.0
"('market', 'awsreinvent2017')",1.0
"('market', 'wework')",1.0
"('market', 'selfdrivingcars')",1.0
"('market', 'tivo')",1.0
"('market', 'french')",1.0
"('arduino', 'energy')",1.0
"('arduino', 'itsecurity')",1.0
"('arduino', 'clock')",1.0
"('nlp', 'vpa')",1.0
"('nlp', 'workplace')",1.0
"('nlp', 'alexaprize')",1.0
"('nlp', 'hp')",1.0
"('nlp', 'amzn')",1.0
"('nlp', 'china')",1.0
"('nlp', 'researchers')",1.0
"('nlp', 'customer')",1.0
"('nlp', 'insights')",1.0
"('nlp', 'rpa')",1.0
"('nlp', 'awesome')",1.0
"('nlp', 'commerce')",1.0
"('nlp', 'fakenews')",1.0
"('nlp', 'conversational')",1.0
"('nlp', 'nodejs')",1.0
"('leica', 'usa')",1.0
"('leica', 'space')",1.0
"('huawei', 'space')",1.0
"('huawei', 'mwc2018')",1.0
"('mate', 'space')",1.0
"('dual', 'space')",1.0
"('theverge', 'raspberry')",1.0
"('theverge', 'alien')",1.0
"('theverge', 'amazonmusic')",1.0
"('bot', 'blogger')",1.0
"('bot', 'auto')",1.0
"('bot', 'guide')",1.0
"('bot', 'hp')",1.0
"('bot', 'acer')",1.0
"('bot', 'galaxy')",1.0
"('bot', 'cnn')",1.0
"('bot', 'voicebot')",1.0
"('googlenow', 'ces')",1.0
"('googlenow', 'repost')",1.0
"('googlenow', 'oscars')",1.0
"('googlenow', 'internet')",1.0
"('googlenow', 'wwdc18')",1.0
"('googlenow', 'wwdc2018')",1.0
"('azure', 'ethereum')",1.0
"('azure', 'dotnet')",1.0
"('azure', 'meetup')",1.0
"('azure', 'qualcomm')",1.0
"('azure', 'conversational')",1.0
"('blonde', 'candy')",1.0
"('blonde', 'mother')",1.0
"('blonde', 'french')",1.0
"('blonde', 'blowjob')",1.0
"('blonde', 'adult')",1.0
"('nude', 'girl')",1.0
"('nude', 'pussy')",1.0
"('nude', 'england')",1.0
"('nude', 'boobs')",1.0
"('nude', 'instagram')",1.0
"('nude', 'genesis')",1.0
"('nude', 'america')",1.0
"('nude', 'chris')",1.0
"('nude', 'canada')",1.0
"('nude', 'of')",1.0
"('deepmind', 'fcc')",1.0
"('job', '5g')",1.0
"('hacking', 'malware')",1.0
"('hacking', 'spying')",1.0
"('hacking', 'phishing')",1.0
"('hacking', 'pcs')",1.0
"('hacking', 'vulnerability')",1.0
"('tutorial', 'smarthouse')",1.0
"('tutorial', 'demo')",1.0
"('tutorial', 'of')",1.0
"('tutorial', 'build')",1.0
"('botframework', 'azurefunctions')",1.0
"('ghost', 'twitch')",1.0
"('ghost', 'chilling')",1.0
"('ghost', 'song')",1.0
"('ghost', 'dogs')",1.0
"('autocorrect', 'tuesdaythoughts')",1.0
"('autocorrect', 'harrypotter')",1.0
"('holidays', 'fire7')",1.0
"('holidays', 'winner')",1.0
"('holidays', 'canada')",1.0
"('holidays', 'daily')",1.0
"('holidays', 'report')",1.0
"('canada', 'ecobee')",1.0
"('canada', 'bts')",1.0
"('canada', 'commercial')",1.0
"('canada', 'world')",1.0
"('canada', 'daily')",1.0
"('canada', 'report')",1.0
"('canada', 'spain')",1.0
"('canada', 'everything')",1.0
"('canada', 'research')",1.0
"('canada', 'ring')",1.0
"('canada', 'offers')",1.0
"('canada', 'onlineshopping')",1.0
"('ecobee', 'ebay')",1.0
"('ecobee', 'amazondeals')",1.0
"('ecobee', 'computing')",1.0
"('ecobee', 'smartest')",1.0
"('handmade', 'set')",1.0
"('amazongiveaway', 'sweepstakes')",1.0
"('ces2018', 'ces')",1.0
"('ces2018', 'feedly')",1.0
"('ces2018', 'virtualreality')",1.0
"('ces2018', 'kohler')",1.0
"('ces2018', 'lenovo')",1.0
"('ces2018', '5g')",1.0
"('ces2018', 'soundbar')",1.0
"('ces2018', 'discount')",1.0
"('ces2018', 'voiceassistance')",1.0
"('ces2018', 'sweet')",1.0
"('ces2018', 'consumers')",1.0
"('ces2018', 'superbowl')",1.0
"('ces2018', 'prizes')",1.0
"('ces2018', 'lexus')",1.0
"('ces2018', 'bathroom')",1.0
"('ces2018', 'tivo')",1.0
"('ces2018', 'userexperience')",1.0
"('mrx', 'googlemini')",1.0
"('gb', 'eurovision')",1.0
"('gb', 'generation')",1.0
"('okaygoogle', 'navigation')",1.0
"('please', 'children')",1.0
"('iphones', 'airpods')",1.0
"('iphones', 'wwdc18')",1.0
"('iphones', 'siliconvalley')",1.0
"('iphones', 'set')",1.0
"('iphones', 'ios12')",1.0
"('iphones', 'lego')",1.0
"('msftadvocate', 'translator')",1.0
"('southpark', 'nsfw')",1.0
"('southpark', 'superbowl')",1.0
"('hardcore', 'xxx')",1.0
"('hardcore', 'candy')",1.0
"('hardcore', 'boobs')",1.0
"('girl', 'intelligent')",1.0
"('girl', 'xxx')",1.0
"('girl', 'power')",1.0
"('girl', 'bliss')",1.0
"('girl', 'hey')",1.0
"('girl', 'prescientinfo')",1.0
"('girl', 'reading')",1.0
"('intelligent', 'connected')",1.0
"('intelligent', 'userexperience')",1.0
"('harrypotter', 'memes')",1.0
"('harrypotter', 'ios12')",1.0
"('christmas', 'advert')",1.0
"('christmas', 'wemo')",1.0
"('christmas', 'sjw')",1.0
"('christmas', 'liberal')",1.0
"('christmas', 'sundaymorning')",1.0
"('christmas', 'africangrey')",1.0
"('christmas', 'petra')",1.0
"('christmas', 'fire7')",1.0
"('christmas', 'winner')",1.0
"('christmas', 'smartplug')",1.0
"('christmas', 'dadlife')",1.0
"('christmas', 'blackmirror')",1.0
"('christmas', 'ps4')",1.0
"('christmas', 'savage')",1.0
"('christmas', 'experience')",1.0
"('christmas', 'audible')",1.0
"('online', 'retailers')",1.0
"('online', 'platform')",1.0
"('online', 'usa')",1.0
"('online', 'smarter')",1.0
"('online', 'set')",1.0
"('online', 'change')",1.0
"('online', 'report')",1.0
"('online', 'amzn')",1.0
"('online', 'economy')",1.0
"('online', 'hipaa')",1.0
"('online', 'guide')",1.0
"('online', 'primeday')",1.0
"('online', 'insights')",1.0
"('online', 'googlerank')",1.0
"('computing', 'hey')",1.0
"('computing', 'imac')",1.0
"('computing', 'roku')",1.0
"('computing', 'acer')",1.0
"('computing', 'optoma')",1.0
"('computing', 'soundbar')",1.0
"('computing', 'access')",1.0
"('computing', 'ki')",1.0
"('computing', 'messages')",1.0
"('computing', 'send')",1.0
"('computing', 'custom')",1.0
"('computing', 'lenovo')",1.0
"('computing', 'laughter')",1.0
"('computing', 'smartest')",1.0
"('computing', 'live')",1.0
"('roku', 'comics')",1.0
"('roku', 'daily')",1.0
"('logitech', 'macbookpro')",1.0
"('logitech', 'life')",1.0
"('logitech', 'harmony')",1.0
"('logitech', 'works')",1.0
"('powerbi', 'teams')",1.0
"('tgif', 'world')",1.0
"('tgif', 'usa')",1.0
"('world', 'entrepreneur')",1.0
"('world', 'wellness')",1.0
"('world', 'laughing')",1.0
"('world', 'clock')",1.0
"('friday', 'xmas')",1.0
"('friday', 'ios12')",1.0
"('awesome', 'wow')",1.0
"('awesome', 'destiny2')",1.0
"('awesome', 'pc')",1.0
"('awesome', 'superbowl')",1.0
"('awesome', 'ads')",1.0
"('awesome', 'trending')",1.0
"('awesome', 'cardib')",1.0
"('awesome', 'jeffbezos')",1.0
"('commerce', 'payments')",1.0
"('commerce', 'ads')",1.0
"('commerce', 'experience')",1.0
"('commerce', 'connected')",1.0
"('commerce', 'vpa')",1.0
"('russia', 'shade')",1.0
"('russia', 'israel')",1.0
"('russia', 'worldcup')",1.0
"('russia', 'threelions')",1.0
"('russia', 'england')",1.0
"('cooking', 'primeday')",1.0
"('mother', 'save')",1.0
"('mother', 'pov')",1.0
"('mother', 'bigboobs')",1.0
"('mother', 'hugetits')",1.0
"('mother', 'goddess')",1.0
"('mother', 'blowjob')",1.0
"('mother', 'nsfw')",1.0
"('mother', 'technologynews')",1.0
"('mother', 'savage')",1.0
"('mother', 'humans')",1.0
"('save', 'cloudcam')",1.0
"('atlanta', 'television')",1.0
"('television', 'amazonfiretv')",1.0
"('television', 'cinema')",1.0
"('television', 'trending')",1.0
"('television', 'firetvcube')",1.0
"('life', 'laughing')",1.0
"('life', 'macbookpro')",1.0
"('life', 'blind')",1.0
"('life', 'adulting')",1.0
"('life', 'insurance')",1.0
"('life', 'domainauthority')",1.0
"('life', 'insights')",1.0
"('life', 'rankbio')",1.0
"('xxx', 'webcam')",1.0
"('xxx', 'solo')",1.0
"('xxx', 'get')",1.0
"('xxx', 'of')",1.0
"('xxx', 'adult')",1.0
"('xxx', 'candy')",1.0
"('xxx', 'change')",1.0
"('xxx', 'blowjob')",1.0
"('xxx', 'boobs')",1.0
"('savage', 'rude')",1.0
"('jeopardy', 'smarthacks')",1.0
"('cognitive', 'connected')",1.0
"('cognitive', 'winners')",1.0
"('carplay', 'guide')",1.0
"('amazonmusic', 'amazontap')",1.0
"('cambridge', 'echospot')",1.0
"('cambridge', 'spot')",1.0
"('galaxy', 'cnn')",1.0
"('technologies', 'echospot')",1.0
"('lights', 'tuesday')",1.0
"('lights', 'xmas')",1.0
"('lights', 'appliances')",1.0
"('lights', 'works')",1.0
"('lights', 'wemo')",1.0
"('lights', 'smartplug')",1.0
"('lights', 'lennar')",1.0
"('lights', 'technologynews')",1.0
"('lights', 'cameras')",1.0
"('accessories', 'airpods')",1.0
"('accessories', 'hands')",1.0
"('accessories', 'ring')",1.0
"('accessories', 'discount')",1.0
"('accessories', 'create')",1.0
"('accessories', 'generation')",1.0
"('accessories', 'primeday')",1.0
"('truth', 'catholic')",1.0
"('truth', 'christian')",1.0
"('truth', 'valentinesday')",1.0
"('truth', 'superbowllii')",1.0
"('truth', 'superbowl')",1.0
"('truth', 'memes')",1.0
"('truth', 'facts')",1.0
"('truth', 'chemtrails')",1.0
"('research', 'books')",1.0
"('research', 'science')",1.0
"('homebot', 'xiaomi')",1.0
"('connected', 'cia')",1.0
"('connected', 'ces')",1.0
"('connected', 'payments')",1.0
"('connected', 'vpa')",1.0
"('connected', 'compatible')",1.0
"('voiceactivation', 'npr')",1.0
"('scifi', 'ki')",1.0
"('auto', 'blogger')",1.0
"('auto', 'smarter')",1.0
"('auto', 'power')",1.0
"('aging', 'uxdesign')",1.0
"('aging', 'sxsw')",1.0
"('aging', 'momlife')",1.0
"('aging', 'adulting')",1.0
"('works', 'appliances')",1.0
"('works', 'smartplug')",1.0
"('works', 'deebot')",1.0
"('works', 'roomba')",1.0
"('works', 'harmony')",1.0
"('works', 'primeday2018')",1.0
"('works', 'echospot')",1.0
"('works', '1080p')",1.0
"('xbox', 'cosplay')",1.0
"('xbox', 'monday')",1.0
"('xbox', 'report')",1.0
"('xbox', 'e3')",1.0
"('xbox', 'art')",1.0
"('xbox', 'chief')",1.0
"('xbox', 'space')",1.0
"('raw', 'professional')",1.0
"('raw', 'busty')",1.0
"('raw', 'bliss')",1.0
"('winners', 'sblii')",1.0
"('winners', 'eagles')",1.0
"('guide', 'echoconnect')",1.0
"('guide', 'learn')",1.0
"('guide', 'family')",1.0
"('guide', 'tricks')",1.0
"('virtualreality', 'ces')",1.0
"('virtualreality', 'vuzix')",1.0
