edges,weight
"('innovation', 'datascience')",11.0
"('gadget', 'askalexa')",11.0
"('audio', 'radio')",11.0
"('popular', 'virtualassistants')",11.0
"('manners', 'rude')",11.0
"('ioe', 'datascience')",11.0
"('rock', 'tunein')",11.0
"('rock', 'play')",11.0
"('fashion', 'wearsalexa')",11.0
"('fashion', 'trendy')",11.0
"('fashion', 'alexafrancesofficial')",11.0
"('fashion', 'ootd')",11.0
"('police', 'party')",11.0
"('applewatch', 'watchos')",11.0
"('applewatch', 'applenews')",11.0
"('ibm', 'serverless')",11.0
"('office365', 'outlook')",11.0
"('smart', 'of')",11.0
"('display', 'wireless')",11.0
"('hacked', 'cybersecurity')",11.0
"('serverless', 'meetup')",11.0
"('ott', 'svod')",11.0
"('firetv', 'remote')",11.0
"('firetv', 'svod')",11.0
"('stick', 'allnew')",11.0
"('jesus', 'jesuschrist')",11.0
"('api', 'dvr')",11.0
"('api', 'beta')",11.0
"('starwars', 'prescientinfo')",11.0
"('nova', 'ass')",11.0
"('sophia', 'chatbot')",11.0
"('sophia', 'insurance')",11.0
"('sophia', 'trend')",11.0
"('sophia', 'bot')",11.0
"('baby', 'usa')",11.0
"('wireless', 'present')",11.0
"('play', 'tunein')",11.0
"('smartglasses', 'wearabletech')",11.0
"('chatbot', 'trend')",11.0
"('crm', 'mvb')",11.0
"('perfect', 'ass')",11.0
"('nfl', 'patriots')",11.0
"('lex', 'awssummit')",11.0
"('bot', 'insurance')",11.0
"('bot', 'trend')",11.0
"('petra', 'parrot')",11.0
"('insurance', 'trend')",11.0
"('comic', 'comicstrip')",11.0
"('comics', 'webcomics')",11.0
"('hr', 'workplace')",11.0
"('live', 'now')",11.0
"('tuneinradio', 'vtuner')",11.0
"('liberal', 'christian')",11.0
"('teensofinsta', 'trendy')",11.0
"('bigboobs', 'hugetits')",11.0
"('lssc', 'trumpkimsummit')",11.0
"('superbowl', 'superbowlads')",11.0
"('superbowllii', 'superbowlsunday')",11.0
"('alexa', 'assistants')",10.0
"('alexa', 'voip')",10.0
"('alexa', 'in')",10.0
"('alexa', 'futuretech')",10.0
"('alexa', 'pharmacy')",10.0
"('alexa', 'smarthomes')",10.0
"('alexa', 'startrek')",10.0
"('alexa', 'wireless')",10.0
"('alexa', 'moto')",10.0
"('alexa', 'bliss')",10.0
"('alexa', 'ebay')",10.0
"('alexa', 'contentmarketing')",10.0
"('alexa', 'vegas')",10.0
"('alexa', 'conspiracy')",10.0
"('alexa', 'sweet')",10.0
"('alexa', 'proptech')",10.0
"('alexa', 'office365')",10.0
"('alexa', 'botframework')",10.0
"('alexa', 'cardib')",10.0
"('alexa', 'googleio')",10.0
"('alexa', 'insights')",10.0
"('alexa', 'voicepayments')",10.0
"('alexa', 'bethesda')",10.0
"('alexa', 'threelions')",10.0
"('ai', 'websummit')",10.0
"('ai', 'skynet')",10.0
"('ai', 'hackers')",10.0
"('ai', 'stocks')",10.0
"('ai', 'pharmacy')",10.0
"('ai', 'television')",10.0
"('ai', 'world')",10.0
"('ai', 'language')",10.0
"('ai', 'software')",10.0
"('ai', 'creepy')",10.0
"('ai', 'technologynews')",10.0
"('ai', 'deepmusic')",10.0
"('ai', 'hear')",10.0
"('ai', 'voicepayments')",10.0
"('ai', 'iss')",10.0
"('iot', 'voicefirst')",10.0
"('iot', 'service')",10.0
"('iot', 'google')",10.0
"('iot', 'television')",10.0
"('iot', 'glasses')",10.0
"('iot', 'itsecurity')",10.0
"('iot', 'iphone')",10.0
"('iot', 'mqtt')",10.0
"('iot', 'of')",10.0
"('iot', 'app')",10.0
"('iot', 'smartassistants')",10.0
"('amazon', 'philipshue')",10.0
"('amazon', 'kindle')",10.0
"('amazon', 'mini')",10.0
"('amazon', 'thermostat')",10.0
"('amazon', 'voiceover')",10.0
"('amazon', 'japan')",10.0
"('amazon', 'tc')",10.0
"('amazon', 'coding')",10.0
"('amazon', 'appstore')",10.0
"('amazon', 'now')",10.0
"('amazon', 'martech')",10.0
"('amazon', 'watch')",10.0
"('amazon', 'meme')",10.0
"('amazon', 'wework')",10.0
"('amazon', 'general')",10.0
"('amazon', 'control')",10.0
"('amazon', 'askalexa')",10.0
"('amazon', 'eavesdropping')",10.0
"('amazon', 'brand')",10.0
"('amazon', 'feminism')",10.0
"('amazon', 'userexperience')",10.0
"('amazon', 'laughter')",10.0
"('amazon', 'cartoon')",10.0
"('amazon', 'edtech')",10.0
"('amazon', 'smallbiz')",10.0
"('amazon', 'bigbrother')",10.0
"('amazon', 'spreaker')",10.0
"('amazon', 'hal9000')",10.0
"('amazon', 'flyeaglesfly')",10.0
"('amazon', 'gordonramsay')",10.0
"('amazon', 'earnings')",10.0
"('amazon', 'memes')",10.0
"('amazon', 'offers')",10.0
"('amazon', 'accelerator')",10.0
"('amazon', 'amazonwebservices')",10.0
"('amazon', 'researchers')",10.0
"('amazon', 'aliens')",10.0
"('amazon', 'earth')",10.0
"('amazon', 'alien')",10.0
"('amazon', 'ios12')",10.0
"('siri', 'dementia')",10.0
"('siri', 'alzheimers')",10.0
"('siri', 'talk')",10.0
"('siri', 'wtf')",10.0
"('siri', 'chrome')",10.0
"('siri', 'saturday')",10.0
"('siri', 'engadget')",10.0
"('siri', 'conversation')",10.0
"('siri', 'faceid')",10.0
"('siri', 'fb')",10.0
"('siri', 'nfl')",10.0
"('siri', 'cartoon')",10.0
"('siri', 'cute')",10.0
"('siri', 'dog')",10.0
"('siri', 'british')",10.0
"('siri', 'change')",10.0
"('siri', 'gps')",10.0
"('siri', 'spy')",10.0
"('siri', 'messages')",10.0
"('siri', 'artificalintelligence')",10.0
"('siri', 'twitch')",10.0
"('siri', 'cellphones')",10.0
"('siri', 'beauty')",10.0
"('siri', 'sm')",10.0
"('siri', 'airplay')",10.0
"('siri', 'hardware')",10.0
"('siri', 'hacking')",10.0
"('siri', 'mqtt')",10.0
"('siri', 'of')",10.0
"('siri', 'america')",10.0
"('siri', 'mhealth')",10.0
"('siri', 'esp8266')",10.0
"('amazonecho', 'cartoon')",10.0
"('amazonecho', 'ux')",10.0
"('amazonecho', 'business')",10.0
"('amazonecho', 'christmas')",10.0
"('amazonecho', 'applehomepod')",10.0
"('amazonecho', 'parenting')",10.0
"('amazonecho', 'prize')",10.0
"('amazonecho', 'connectedcar')",10.0
"('smarthome', 'echo')",10.0
"('smarthome', 'wifi')",10.0
"('smarthome', 'chatbots')",10.0
"('smarthome', 'nodered')",10.0
"('smarthome', 'hue')",10.0
"('smarthome', 'streaming')",10.0
"('smarthome', 'smartassistants')",10.0
"('smarthome', 'voicetechnology')",10.0
"('software', 'digitalassistant')",10.0
"('cortana', 'home')",10.0
"('cortana', 'facebook')",10.0
"('cortana', 'smartphone')",10.0
"('cortana', 'mobile')",10.0
"('cortana', 'search')",10.0
"('cortana', 'mhealth')",10.0
"('tech', 'healthcare')",10.0
"('tech', 'dementia')",10.0
"('tech', 'alzheimers')",10.0
"('tech', 'talk')",10.0
"('tech', 'video')",10.0
"('tech', 'googleassistant')",10.0
"('tech', 'iphone')",10.0
"('tech', 'ar')",10.0
"('tech', 'gadgetry')",10.0
"('tech', 'audio')",10.0
"('tech', 'acer')",10.0
"('tech', 'superbowl')",10.0
"('tech', 'share')",10.0
"('tech', 'laugh')",10.0
"('homekit', 'mqtt')",10.0
"('homekit', 'smart')",10.0
"('homekit', 'of')",10.0
"('homekit', 'internet')",10.0
"('homekit', 'esp8266')",10.0
"('googlehome', 'marketing')",10.0
"('googlehome', 'automation')",10.0
"('googlehome', 'assistants')",10.0
"('googlehome', 'jibo')",10.0
"('googlehome', 'vui')",10.0
"('googlehome', 'happynewyear')",10.0
"('echo', 'echolook')",10.0
"('echo', 'api')",10.0
"('echo', 'fintech')",10.0
"('echo', 'canada')",10.0
"('echo', 'australia')",10.0
"('echo', 'smarthomes')",10.0
"('echo', 'santa')",10.0
"('echo', 'chatbots')",10.0
"('echo', 'hackers')",10.0
"('echo', 'fun')",10.0
"('echo', 'android')",10.0
"('echo', 'creditcard')",10.0
"('smartphones', 'amazonalexa')",10.0
"('smartphones', 'tablets')",10.0
"('samsung', 'microsoft')",10.0
"('samsung', 'iphone')",10.0
"('healthcare', 'artificialintelligence')",10.0
"('summary', 'ces')",10.0
"('news', 'startup')",10.0
"('news', 'tv')",10.0
"('news', 'youtube')",10.0
"('news', 'breaking')",10.0
"('ml', 'vui')",10.0
"('ml', 'nlp')",10.0
"('ml', 'workplace')",10.0
"('ml', 'innovation')",10.0
"('ml', 'technology')",10.0
"('bots', 'robot')",10.0
"('machinelearning', 'insurtech')",10.0
"('machinelearning', 'aws')",10.0
"('machinelearning', 'reinvent')",10.0
"('sleep', 'insomnia')",10.0
"('google', 'android')",10.0
"('google', 'sweet')",10.0
"('google', 'chatbot')",10.0
"('google', 'voiceassistants')",10.0
"('google', 'qualcomm')",10.0
"('google', 'retail')",10.0
"('google', 'toyota')",10.0
"('google', 'developer')",10.0
"('windows', 'computing')",10.0
"('windows', 'infosec')",10.0
"('android', 'iphone')",10.0
"('android', 'googleassistant')",10.0
"('android', 'avs')",10.0
"('android', 'cybersecurity')",10.0
"('android', 'infosec')",10.0
"('apps', 'prime')",10.0
"('apps', 'bbc')",10.0
"('shopping', 'tablet')",10.0
"('shopping', 'electronics')",10.0
"('shopping', 'blackfriday')",10.0
"('shopping', 'smallbiz')",10.0
"('shopping', 'smallbusiness')",10.0
"('shopping', 'superbowl')",10.0
"('shopping', 'nfl')",10.0
"('shopping', 'patriots')",10.0
"('engadget', 'smartwatch')",10.0
"('home', 'mqtt')",10.0
"('home', 'of')",10.0
"('home', 'internet')",10.0
"('home', 'wifi')",10.0
"('gear', 'mobile')",10.0
"('digitalhealth', 'healthit')",10.0
"('talkradio', 'fbi')",10.0
"('talkradio', 'fakenews')",10.0
"('voice', 'ux')",10.0
"('voice', 'okgoogle')",10.0
"('voice', 'bsm')",10.0
"('tv', 'prime')",10.0
"('tv', 'games')",10.0
"('tv', 'bbc')",10.0
"('hackathon', 'aws')",10.0
"('developer', 'london')",10.0
"('developer', 'amazonappsummit')",10.0
"('developer', 'gamedev')",10.0
"('developer', 'firetv')",10.0
"('googleassistant', 'watson')",10.0
"('googleassistant', 'marketers')",10.0
"('googleassistant', 'selfdrivingcars')",10.0
"('googleassistant', 'popular')",10.0
"('googleassistant', 'chatbot')",10.0
"('googleassistant', 'podcast')",10.0
"('googleassistant', 'wwdc18')",10.0
"('chatbots', 'microsoftbuild')",10.0
"('ask', 'dev')",10.0
"('connectedcar', 'wearables')",10.0
"('connectedcar', 'smartworld')",10.0
"('connectedcar', 'cars')",10.0
"('heygoogle', 'youtube')",10.0
"('interoperability', 'himss18')",10.0
"('boston', 'translation')",10.0
"('boston', 'spanish')",10.0
"('technology', 'digital')",10.0
"('technology', 'marketing')",10.0
"('technology', 'funny')",10.0
"('automation', 'artificialintelligence')",10.0
"('automation', 'ifttt')",10.0
"('apple', 'dementia')",10.0
"('apple', 'alzheimers')",10.0
"('apple', 'ios11')",10.0
"('apple', 'lol')",10.0
"('apple', 'okgoogle')",10.0
"('apple', 'ux')",10.0
"('apple', 'stevejobs')",10.0
"('apple', 'sexualharassment')",10.0
"('apple', 'sound')",10.0
"('apple', 'beta')",10.0
"('apple', 'smarthomes')",10.0
"('apple', 'cybersecurity')",10.0
"('apple', 'football')",10.0
"('seo', 'search')",10.0
"('healthit', 'himss18')",10.0
"('lol', 'meme')",10.0
"('iphone', 'ios')",10.0
"('iphone', 'facebook')",10.0
"('iphone', 'applenews')",10.0
"('microsoft', 'cloud')",10.0
"('microsoft', 'hackers')",10.0
"('homepod', 'sound')",10.0
"('homepod', 'applewatch')",10.0
"('homepod', 'wwdc18')",10.0
"('spotify', 'gadgets')",10.0
"('spotify', 'itunes')",10.0
"('app', 'london')",10.0
"('app', 'amazonappsummit')",10.0
"('app', 'gamedev')",10.0
"('app', 'firetv')",10.0
"('youtube', 'podcast')",10.0
"('bigdata', 'data')",10.0
"('bigdata', 'voiceassistants')",10.0
"('win', 'prize')",10.0
"('sonos', 'technews')",10.0
"('smartspeaker', 'voicetechnology')",10.0
"('smartspeaker', 'smartassistants')",10.0
"('ecommerce', 'smallbiz')",10.0
"('ecommerce', 'smallbusiness')",10.0
"('ecommerce', 'superbowl')",10.0
"('ecommerce', 'nfl')",10.0
"('ecommerce', 'patriots')",10.0
"('ecommerce', 'amazonalexa')",10.0
"('artificialintelligence', 'reinvent')",10.0
"('artificialintelligence', 'marketing')",10.0
"('artificialintelligence', 'hal9000')",10.0
"('artificialintelligence', 'ibm')",10.0
"('artificialintelligence', 'iss')",10.0
"('website', 'digitalmarketing')",10.0
"('music', 'speakers')",10.0
"('music', 'spain')",10.0
"('androiddev', 'applenews')",10.0
"('androiddev', 'bathroom')",10.0
"('androiddev', 'kohler')",10.0
"('androiddev', 'glasses')",10.0
"('ranking', 'rank')",10.0
"('ranking', 'marketing')",10.0
"('video', 'prime')",10.0
"('video', 'fire')",10.0
"('video', 'bbc')",10.0
"('video', 'ring')",10.0
"('fire', 'prime')",10.0
"('fire', 'games')",10.0
"('fire', 'bbc')",10.0
"('iosdev', 'applenews')",10.0
"('iosdev', 'bathroom')",10.0
"('iosdev', 'kohler')",10.0
"('iosdev', 'glasses')",10.0
"('amazonprime', 'amazonprimeday')",10.0
"('camera', 'alexamini')",10.0
"('robot', 'ces2018')",10.0
"('advertising', 'retail')",10.0
"('arri', 'set')",10.0
"('privacy', 'iotsecurity')",10.0
"('privacy', 'voiceassistant')",10.0
"('deals', 'offers')",10.0
"('amazonalexa', 'vr')",10.0
"('coding', 'programming')",10.0
"('vui', 'homebots')",10.0
"('technews', 'christmas')",10.0
"('technews', 'bathroom')",10.0
"('technews', 'kohler')",10.0
"('technews', 'netneutrality')",10.0
"('security', 'hacked')",10.0
"('diy', 'starwars')",10.0
"('vivlabs', 'startups')",10.0
"('redhead', 'pornstar')",10.0
"('vr', 'workplace')",10.0
"('gadgets', 'device')",10.0
"('tablet', 'online')",10.0
"('insurtech', 'hear')",10.0
"('insurtech', 'conversations')",10.0
"('fintech', 'hear')",10.0
"('fintech', 'conversations')",10.0
"('innovation', 'deeplearning')",10.0
"('blockchain', 'ethereum')",10.0
"('lambda', 'meetup')",10.0
"('easteregg', 'echospot')",10.0
"('infosec', 'solo')",10.0
"('infosec', 'starwars')",10.0
"('parenting', 'family')",10.0
"('applemusic', 'itunes')",10.0
"('workshop', 'voicedesign')",10.0
"('dsntech', 'hardware')",10.0
"('okgoogle', 'googlehomemini')",10.0
"('hotel', 'hotels')",10.0
"('safety', 'monitor')",10.0
"('gaming', 'ghost')",10.0
"('trump', 'china')",10.0
"('ibm', 'iss')",10.0
"('smart', 'thermostat')",10.0
"('smart', 'mqtt')",10.0
"('smart', 'internet')",10.0
"('cryptocurrency', 'bitcoin')",10.0
"('voicetechnology', 'smartassistants')",10.0
"('thermostat', 'johnson')",10.0
"('algorithms', 'world')",10.0
"('firetv', 'london')",10.0
"('firetv', 'gamedev')",10.0
"('firetv', 'hulu')",10.0
"('prime', 'games')",10.0
"('prime', 'bbc')",10.0
"('how', 'dating')",10.0
"('and', 'nova')",10.0
"('order', 'control')",10.0
"('order', 'online')",10.0
"('googlehomemini', 'ces2018')",10.0
"('design', 'planning')",10.0
"('design', 'realtor')",10.0
"('design', 'smartcities')",10.0
"('design', 'smarthouseaz')",10.0
"('design', 'calendar')",10.0
"('design', 'events')",10.0
"('design', 'ces')",10.0
"('design', 'lg')",10.0
"('design', 'featured')",10.0
"('ar', 'workplace')",10.0
"('ar', 'vuzix')",10.0
"('starwars', 'cybersecurity')",10.0
"('hard', 'fucked')",10.0
"('gamedev', 'london')",10.0
"('gamedev', 'amazonappsummit')",10.0
"('traffic', 'usa')",10.0
"('fiverr', 'usa')",10.0
"('humor', 'comedy')",10.0
"('wearables', 'fitness')",10.0
"('smarthouseaz', 'smartcities')",10.0
"('planning', 'smartcities')",10.0
"('realtor', 'smartcities')",10.0
"('smartcities', 'calendar')",10.0
"('smartcities', 'events')",10.0
"('smartcities', 'smartcity')",10.0
"('bbc', 'games')",10.0
"('cars', 'toyota')",10.0
"('tesla', 'world')",10.0
"('smartglasses', 'glasses')",10.0
"('amazonappsummit', 'london')",10.0
"('cybersecurity', 'solo')",10.0
"('remote', 'primeday')",10.0
"('jobs', 'spanish')",10.0
"('humpday', 'birthdays')",10.0
"('bitcoin', 'ethereum')",10.0
"('virtualassistants', 'payments')",10.0
"('gb', '1080p')",10.0
"('auto', 'financial')",10.0
"('works', 'plug')",10.0
"('guide', 'primeday')",10.0
"('internet', 'mqtt')",10.0
"('internet', 'of')",10.0
"('lenovo', 'mwc2018')",10.0
"('tunein', 'iheart')",10.0
"('translation', 'spanish')",10.0
"('hrtech', 'workplace')",10.0
"('trending', 'aliens')",10.0
"('trending', 'earth')",10.0
"('trending', 'alien')",10.0
"('humans', 'chess')",10.0
"('nsfw', 'pornstar')",10.0
"('destiny2', 'destiny')",10.0
"('football', 'superbowl')",10.0
"('twitch', 'ps4')",10.0
"('meetup', 'golang')",10.0
"('wearabletech', 'glasses')",10.0
"('ps4', 'detroitbecomehuman')",10.0
"('glasses', 'netneutrality')",10.0
"('netneutrality', 'bathroom')",10.0
"('netneutrality', 'kohler')",10.0
"('commercials', 'sb52')",10.0
"('spain', 'italy')",10.0
"('kohler', 'bathroom')",10.0
"('mqtt', 'of')",10.0
"('superbowl', 'superbowlads2018')",10.0
"('earnings', 'rankbio')",10.0
"('northkorea', 'spygate')",10.0
"('voice18', 'voicesummitai')",10.0
"('igreport', 'spygate')",10.0
"('e32018', 'skyrimveryspecialedition')",10.0
"('skyrim', 'bethesda')",10.0
"('skyrim', 'skyrimveryspecialedition')",10.0
"('alexa', 'homekit')",9.0
"('alexa', 'amazons')",9.0
"('alexa', 'podernfamily')",9.0
"('alexa', 'deezer')",9.0
"('alexa', 'thanks')",9.0
"('alexa', 'display')",9.0
"('alexa', 'wine')",9.0
"('alexa', 'canada')",9.0
"('alexa', 'carplay')",9.0
"('alexa', 'alexadevdays')",9.0
"('alexa', 'voiceapps')",9.0
"('alexa', 'touchscreen')",9.0
"('alexa', 'blowjob')",9.0
"('alexa', 'hardcore')",9.0
"('alexa', 'auto')",9.0
"('alexa', 'onlineshopping')",9.0
"('alexa', 'sblii')",9.0
"('alexa', 'sunday')",9.0
"('alexa', 'oculus')",9.0
"('alexa', 'dotnet')",9.0
"('alexa', 'superbowlads2018')",9.0
"('alexa', 'northkorea')",9.0
"('alexa', 'klovechef')",9.0
"('ai', 'artificialintelligence')",9.0
"('ai', 'assistant')",9.0
"('ai', 'iot')",9.0
"('ai', 'trends')",9.0
"('ai', 'search')",9.0
"('ai', 'tesla')",9.0
"('ai', 'tourism')",9.0
"('ai', 'twitter')",9.0
"('ai', 'askalexa')",9.0
"('ai', 'iiot')",9.0
"('ai', 'tax')",9.0
"('iot', 'sales')",9.0
"('iot', 'programming')",9.0
"('iot', 'commerce')",9.0
"('iot', 'hospitality')",9.0
"('speaker', 'echo')",9.0
"('speaker', 'iphone')",9.0
"('speaker', 'prize')",9.0
"('amazon', 'home')",9.0
"('amazon', 'amazonecho')",9.0
"('amazon', 'ford')",9.0
"('amazon', 'iphone')",9.0
"('amazon', 'diabetes')",9.0
"('amazon', 'party')",9.0
"('amazon', 'commerce')",9.0
"('amazon', 'tunein')",9.0
"('amazon', 'daily')",9.0
"('amazon', 'donaldtrump')",9.0
"('amazon', 'activision')",9.0
"('amazon', 'destiny')",9.0
"('amazon', 'talk')",9.0
"('amazon', 'videogames')",9.0
"('amazon', 'ifttt')",9.0
"('amazon', 'rohitprasad')",9.0
"('amazon', 'human')",9.0
"('amazon', 'scary')",9.0
"('amazon', 'cpg')",9.0
"('amazon', 'auto')",9.0
"('amazon', 'directv')",9.0
"('amazon', 'alexaskillskit')",9.0
"('amazon', 'smartplug')",9.0
"('amazon', 'sms')",9.0
"('amazon', 'branding')",9.0
"('amazon', 'orclapex')",9.0
"('amazon', 'spyware')",9.0
"('amazon', 'hands')",9.0
"('amazon', 'language')",9.0
"('amazon', 'lost')",9.0
"('amazon', 'charity')",9.0
"('amazon', 'blind')",9.0
"('amazon', 'nasa')",9.0
"('amazon', 'primeday2018')",9.0
"('siri', 'tbt')",9.0
"('siri', 'futureofwork')",9.0
"('siri', 'selfie')",9.0
"('siri', 'with')",9.0
"('siri', 'hiphop')",9.0
"('siri', 'wearables')",9.0
"('siri', 'baby')",9.0
"('siri', 'watch')",9.0
"('siri', 'black')",9.0
"('siri', 'ass')",9.0
"('siri', 'techupdates')",9.0
"('siri', 'imacpro')",9.0
"('siri', 'analytics')",9.0
"('siri', 'snapchat')",9.0
"('siri', 'entrepreneur')",9.0
"('siri', 'pandora')",9.0
"('siri', 'human')",9.0
"('siri', 'eagles')",9.0
"('siri', 'patent')",9.0
"('siri', 'nest')",9.0
"('siri', 'tv')",9.0
"('siri', 'tuesdaythoughts')",9.0
"('siri', 'russia')",9.0
"('siri', 'lingerie')",9.0
"('siri', 'football')",9.0
"('siri', 'depression')",9.0
"('siri', 'commands')",9.0
"('amazonecho', 'vui')",9.0
"('amazonecho', 'digital')",9.0
"('amazonecho', 'blackfriday')",9.0
"('amazonecho', 'search')",9.0
"('amazonecho', 'itunes')",9.0
"('amazonecho', 'skills')",9.0
"('amazonecho', 'streaming')",9.0
"('amazonecho', 'ces')",9.0
"('amazonecho', 'nlp')",9.0
"('amazonecho', 'signlanguage')",9.0
"('amazonecho', 'deeplearning')",9.0
"('smarthome', 'smartlock')",9.0
"('smarthome', 'gadgets')",9.0
"('smarthome', 'ces')",9.0
"('smarthome', 'hometech')",9.0
"('smarthome', 'smartassistant')",9.0
"('smarthome', 'applehomekit')",9.0
"('smarthome', 'gadget')",9.0
"('smarthome', 'spain')",9.0
"('smarthome', 'italy')",9.0
"('cortana', 'digitalmarketing')",9.0
"('cortana', 'ioe')",9.0
"('cortana', 'iphonex')",9.0
"('cortana', 'samsung')",9.0
"('cortana', 'skills')",9.0
"('cortana', 'payments')",9.0
"('cortana', 'ui')",9.0
"('cortana', 'integration')",9.0
"('cortana', 'update')",9.0
"('cortana', 'googleduplex')",9.0
"('cortana', 'dns')",9.0
"('tech', 'ios')",9.0
"('tech', 'tc')",9.0
"('tech', 'love')",9.0
"('tech', 'ces2018')",9.0
"('tech', 'aws')",9.0
"('tech', 'jesuschrist')",9.0
"('tech', 'research')",9.0
"('homekit', 'apple')",9.0
"('googlehome', 'ml')",9.0
"('googlehome', 'echo')",9.0
"('googlehome', 'applehomepod')",9.0
"('googlehome', 'assistant')",9.0
"('googlehome', 'service')",9.0
"('googlehome', 'chatbot')",9.0
"('googlehome', 'jesus')",9.0
"('googlehome', 'openvoice')",9.0
"('googlehome', 'music')",9.0
"('virtualassistant', 'artificialintelligence')",9.0
"('echo', 'assistants')",9.0
"('echo', 'ioe')",9.0
"('echo', 'bots')",9.0
"('echo', 'microsoft')",9.0
"('echo', 'asr')",9.0
"('echo', 'sonos')",9.0
"('echo', 'us')",9.0
"('echo', 'connectedhome')",9.0
"('echo', 'eastereggs')",9.0
"('echo', 'pandora')",9.0
"('echo', 'hands')",9.0
"('smartphones', 'techupdates')",9.0
"('smartphones', 'iosdev')",9.0
"('smartphones', 'androiddev')",9.0
"('flashbriefing', 'coding')",9.0
"('echoshow', 'amazonalexa')",9.0
"('echoshow', 'compatible')",9.0
"('echodot', 'prize')",9.0
"('echodot', 'aws')",9.0
"('echodot', 'alexaskill')",9.0
"('bixby', 'assistant')",9.0
"('assistant', 'business')",9.0
"('assistant', 'mhealth')",9.0
"('healthcare', 'news')",9.0
"('healthcare', 'deeplearning')",9.0
"('healthcare', 'tesla')",9.0
"('summary', 'smart')",9.0
"('news', 'company')",9.0
"('news', 'smart')",9.0
"('news', 'aws')",9.0
"('news', 'facts')",9.0
"('news', 'share')",9.0
"('ml', 'marketing')",9.0
"('ml', 'insurtech')",9.0
"('ml', 'sales')",9.0
"('ml', 'ioe')",9.0
"('ml', 'azure')",9.0
"('bots', 'fintech')",9.0
"('bots', 'virtualassistants')",9.0
"('bots', 'automation')",9.0
"('bots', 'digitalassistant')",9.0
"('bots', 'ui')",9.0
"('bots', 'ux')",9.0
"('dl', 'marketing')",9.0
"('dl', 'insurtech')",9.0
"('dl', 'sales')",9.0
"('dl', 'fintech')",9.0
"('dl', 'deeplearning')",9.0
"('machinelearning', 'sales')",9.0
"('machinelearning', 'hackers')",9.0
"('voicefirst', 'voiceapps')",9.0
"('voicefirst', 'deeplearning')",9.0
"('voicefirst', 'signlanguage')",9.0
"('google', 'bluetooth')",9.0
"('google', 'tesla')",9.0
"('google', 'technews')",9.0
"('google', 'ux')",9.0
"('google', 'smartphone')",9.0
"('google', 'thankyou')",9.0
"('google', 'himss18')",9.0
"('google', 'jesuschrist')",9.0
"('google', 'rankbio')",9.0
"('google', 'nowplaying')",9.0
"('apps', 'sensors')",9.0
"('apps', 'hub')",9.0
"('engadget', 'ces2018')",9.0
"('home', 'hands')",9.0
"('gear', 'homepod')",9.0
"('voice', 'podcast')",9.0
"('voice', 'brand')",9.0
"('voice', 'watson')",9.0
"('voice', 'smartspeakers')",9.0
"('tv', 'kodi')",9.0
"('tv', 'hub')",9.0
"('developer', 'coding')",9.0
"('googleassistant', 'technology')",9.0
"('googleassistant', 'facebook')",9.0
"('chatbots', 'innovation')",9.0
"('chatbots', 'technology')",9.0
"('chatbots', 'research')",9.0
"('voicesearch', 'voicemarketing')",9.0
"('raspberrypi', 'linux')",9.0
"('raspberrypi', 'mqtt')",9.0
"('connectedcar', 'navigation')",9.0
"('heygoogle', 'googlemini')",9.0
"('howto', 'techtips')",9.0
"('technology', 'aws')",9.0
"('technology', 'hotels')",9.0
"('automation', 'homeautomation')",9.0
"('future', 'smartphone')",9.0
"('future', 'business')",9.0
"('future', 'algorithms')",9.0
"('future', 'world')",9.0
"('future', 'tesla')",9.0
"('future', 'newtech')",9.0
"('apple', 'spotify')",9.0
"('apple', 'ipad')",9.0
"('apple', 'voiceassistants')",9.0
"('apple', 'trump')",9.0
"('apple', 'startup')",9.0
"('apple', 'language')",9.0
"('apple', 'ces2018')",9.0
"('apple', 'harrypotter')",9.0
"('apple', 'wwdc18')",9.0
"('apple', 'infosec')",9.0
"('apple', 'california')",9.0
"('apple', 'syria')",9.0
"('apple', 'io18')",9.0
"('apple', 'fifa2018')",9.0
"('seo', 'works')",9.0
"('lol', 'jokes')",9.0
"('iphone', 'syria')",9.0
"('microsoft', 'invoke')",9.0
"('microsoft', 'archive')",9.0
"('np', 'whoa')",9.0
"('homepod', 'archive')",9.0
"('homepod', 'digitalassistants')",9.0
"('homepod', 'vui')",9.0
"('text', 'messages')",9.0
"('meme', 'memes')",9.0
"('app', 'shortcuts')",9.0
"('ios11', 'techupdates')",9.0
"('ios11', 'androiddev')",9.0
"('win', 'amazonfire')",9.0
"('win', 'ipad')",9.0
"('sonos', 'amazonalexa')",9.0
"('ecommerce', 'primeday')",9.0
"('cloud', 'cam')",9.0
"('cloud', 'hardware')",9.0
"('cloud', 'awssummit')",9.0
"('artificialintelligence', 'enterprise')",9.0
"('artificialintelligence', 'data')",9.0
"('artificialintelligence', 'spying')",9.0
"('robotics', 'virtualassistants')",9.0
"('website', 'product')",9.0
"('ios', 'technews')",9.0
"('ios', 'cybersecurity')",9.0
"('music', 'audio')",9.0
"('music', 'muse')",9.0
"('music', 'hands')",9.0
"('music', 'italy')",9.0
"('wifi', 'netneutrality')",9.0
"('androiddev', 'christmas')",9.0
"('androiddev', 'optoma')",9.0
"('androiddev', 'projector')",9.0
"('ranking', 'usa')",9.0
"('video', 'hub')",9.0
"('fire', 'work')",9.0
"('fire', 'weekend')",9.0
"('fire', 'hub')",9.0
