Id,Label,timeset,no_tweets,no_mentions
33186,realtrumplady,,1,27
33547,gushshivitzi,,30,20
33618,aj_alvero,,10,33
33654,dmgerbino,,12,51
33718,etekcity,,0,19
33877,brettking,,13,50
33902,kollegekidd,,0,16
34043,savingsurvivors,,1,60
34044,rhinoorphanage,,0,61
34117,nadia__rafiq,,3,21
34132,monsieursmith_,,10,23
34155,meranduh,,0,68
34297,sikhpark,,2,18
34333,cliveroach_jedi,,0,31
34348,mpbarry_law,,0,43
34350,lgus,,0,24
34596,sahmreviews,,0,27
34603,vaicetech,,292,77
34616,rayvanny,,3,241
34617,nikkwapili,,31,115
34671,saxon6732,,2,22
34693,gariondescale,,16,56
34748,diamondplatnumz,,1,51
35145,bevvoicelabs,,106,25
35347,littechnology_,,0,21
35395,ai212news,,5,16
35493,xiaomi,,0,33
35527,scifi_fan_kat,,4,41
35622,amazonnews_in,,5,23
35723,hack4lifemx,,0,151
35861,brunoborges,,4,28
35909,kicchafc,,1,54
35910,kicchasudeep,,0,54
35986,v_vashishta,,1,19
36057,vuxworld,,29,70
36095,_geoengineering,,1,31
36221,iphonemania_jp,,0,19
36251,movietvtechgeek,,0,7591
36258,hillaryclinton,,0,145
36795,thebeyondersltd,,38,68
36816,news_line_me,,0,20
36903,radiocitizenfm,,3,19
37117,underkg,,0,59
37199,holedofficial,,0,34
37356,abc7news,,26,42
37404,nbcsports,,0,62
37777,clustar_kouki,,0,16
38107,tomwarren,,0,16
38223,lovegreg,,1,19
38226,azurefunctions,,1,121
38277,mrnesi,,10,21
38541,siliconangle,,0,28
38662,designsnake,,0,25
38753,dprohaska,,0,28
38817,tomsguide,,6,21
38867,todayshow,,0,19
39500,weusegadgets,,0,38
39786,nyoshgathu,,0,32
39943,ces,,0,190
40052,atkhairyxxx,,0,18
40313,daniel_rubino,,0,40
40363,rhinehoth,,101,101
40692,googledevs,,0,20
40912,joerogan,,0,18
40959,windowsespana,,3,26
40984,soundhound,,0,16
41177,feelib,,35,38
41241,siecledigital,,0,65
41390,siripornstar,,0,25
41407,tmyerson,,1,64
41408,johnsoncontrols,,0,122
41729,cosedamondo,,17,25
42126,jtimberlake,,0,16
42218,robertofiorefn,,0,44
42469,yicaichina,,2,22
42989,mikefeibus,,5,1133
43031,kohler,,0,198
43288,mvasey,,1,583
43291,dave42_com,,15,27
43460,alearamu,,4,105
43509,koehlerdesigns,,14,17
43513,chanperco,,28,46
43689,vuzix,,0,384
43703,nhsdigital,,0,19
43715,irossbrand,,76,94
43716,rossandnez,,0,16
43859,redstatetalk,,48,5300
44019,davidbrin,,1,52
44163,mattmargolis24,,19,20
44335,getmonument,,0,16
44403,pavitraputul,,0,29
44677,irmaraste,,12,59
44733,brianregancomic,,2,18
44808,fishergatesc,,2,54
44810,sherpa810,,6,44
44889,karlaclijster,,2,63
44928,bethesda,,0,62
44972,coupa,,10,57
45201,livestreamuni,,68,67
45353,argos_online,,0,55
46064,vrfocus,,2,58
46363,katieheigl,,0,61
46495,lvmonorail,,6,40
46498,idevices,,6,16
46512,gregquinlan,,8,24
46513,pythonbytes,,4,18
46514,mkennedy,,0,18
46515,brianokken,,4,18
46571,milai_asatsuki,,0,16
46574,coolmompicks,,0,22
46696,blackflag1989,,0,21
46720,ym78200,,29,40
46793,marvel_euphoria,,263,134
46815,futurism,,0,26
46830,woodtv,,6,19
46854,acer,,0,35
46855,asus,,0,30
46924,thetechnika,,2,135
46925,canary,,0,27
46942,techpp,,1,36
46956,hp,,0,25
46968,nyamwarojohn1,,12,25
46980,stellahfrancis2,,8,55
47035,ieeeorg,,7,19
47121,amazonmex,,0,21
47124,panasonic,,2,24
47152,jencotton,,1,16
47226,tech2eets,,30,59
47433,lenovous,,0,81
47481,taniaglezaz,,0,60
47686,dimitrihommel,,24,58
47909,terrinakamura,,5,18
48149,toyotamotorcorp,,1,17
48165,toyota,,0,256
48168,maverickcooking,,3,23
48207,tibco,,2,38
48373,wswmuc,,41,41
48398,windowsdev,,0,188
48452,carlquintanilla,,0,42
48453,polkaudio,,10,30
48500,lorrainetwohill,,3,26
48651,chris_kardas,,2,35
48678,soganmageshwar,,2,100
48877,saschalobo,,0,20
48955,theverge,,0,34
48966,parzialepaolo,,1,40
49001,capsicumsatira,,2,22
49015,tylerflorence,,16,23
49023,glew,,4,21
49031,innit,,9,32
49187,bhphotovideo,,6,34
49320,jbielsker,,1,27
49768,johnlegend,,2,152
49769,chrissyteigen,,0,2955
49806,cb_rberg,,12,18
49818,vpoltrack,,7,52
49916,nikjmiles,,0,54
50108,seiju_natsumegu,,0,144
50120,ricpuglisi,,17,64
50399,googlenews,,0,16
50404,thewarpfactor,,0,20
50450,mlabouardy,,11,22
50621,wonderoftech,,7,44
50697,womentechmakers,,4,76
50845,schulzzy,,2,24
50886,davemichels,,1,16
50937,legasalvini,,0,622
50938,armandosiri,,0,23
51048,techxplore_com,,1,31
51057,iosappers,,2,18
51097,waracleuk,,32,20
51224,googleresearch,,0,17
51254,nowtheendbegins,,0,25
51410,bootstraplabs,,0,19
51426,fitinfunsharon,,2,28
51699,getstorylinecom,,13,79
51731,httech,,29,36
51732,httweets,,31,53
51947,billydees,,19,19
51949,techledes,,1,22
52091,realjakedevlin,,163,165
52119,ibm,,0,39
52248,karstenwerner,,0,19
52436,meigatrader,,0,16
52440,readthesyllabus,,3,42
52476,presssec,,0,32
52486,aiqawards,,0,16
52659,wolf_officialyt,,18,16
52868,sciam,,0,22
52881,infostretch,,0,17
52888,geaninec,,0,16
53141,aiskills_tools,,34,36
53168,rightwinglawman,,0,16
53262,programarfacilc,,3,37
53267,justinnikolaus,,3,28
53314,tonymmorley,,8,27
53327,programmableweb,,4,26
53343,appleraika,,0,23
53592,gordonramsay,,0,159
53646,sirstevotimothy,,2,51
53746,actionsongoogle,,0,55
53782,_ahonaho_,,2,20
53890,okubonbon13,,0,722
54431,sagegermany,,4,16
54529,hackaday,,2,36
54650,askmarvee,,2,25
55019,balare13,,2,17
55020,goodvibesrt,,1,17
55023,damala_1907,,4,19
55025,furkanaltin1,,0,21
55066,totaberlustig,,1,25
55250,_discernment_,,5,27
55251,b75434425,,0,28
55252,dekdarion,,6,28
55253,mrspatriot3,,0,28
55378,taiwaagency,,32,54
55381,red_baron63,,0,23
55467,boingboing,,1,37
55597,rickeysmiley,,0,28
55882,microstrategy,,11,403
55926,zeitonline_dig,,1,17
55939,witlingo,,8,89
55979,timlangcto,,2,54
55999,fedupwithswamp,,0,94
56250,diane_banks,,0,16
56259,actualitesapple,,4,29
56270,metalpaysme,,0,227
56483,pakaloa,,0,25
56832,docean68,,5,63
56967,helene_wpli,,9,18
56969,netana_80,,0,192
57078,matrix_creator,,10,44
57199,bestbuycanada,,12,26
57245,nyshelterpets,,0,67
57455,fab_rousseau,,0,40
57476,rurumadrid8,,0,23
57732,natasnoctem,,0,26
57774,tomchilton_,,1,26
57794,coolblindtech,,4,48
57860,bright,,10,51
57912,altran,,1,25
57913,cambconsultants,,0,20
58014,ibmcode,,0,24
58051,gaomar,,5,18
58056,realglampirewwe,,1,23
58119,m10980388,,0,31
58124,6abcadamjoseph,,0,27
58156,nicoleisnik,,0,21
58223,timnoonan,,0,30
58309,andruedwards,,3,19
58367,morid1n,,0,26
58377,std_sec1,,0,151
58574,digislice,,0,94
58582,fhoppe,,3,20
58634,superbowl,,0,65
58745,975thefanatic,,3,27
58746,sixers,,0,28
58747,alexsubers,,0,28
58819,the_best_daily,,71,17
58992,nwpinpdx,,1,109
59084,teralytic,,1,32
59121,nhl,,0,19
59160,goldenrobotnews,,5,25
59197,theatlantic,,0,20
59198,ibogost,,0,22
59441,daslegaluk,,19,77
59484,gizmodojapan,,0,298
59577,choosetobfree,,0,184
59600,sexy_hot_699,,1,19
59646,allpromocodes,,1,68
59820,michaelbraund,,51,59
59886,angelabelcamino,,7,19
60007,dadsatticresale,,32,20
60071,grattonboy,,2,52
60124,kickstarter,,0,31
60241,nmichel,,0,41
60475,giolongoo,,0,17
60554,paulocesarcelis,,24,24
60755,kwang_ssiri,,0,23
60861,mjmaddock,,0,29
61046,england,,0,20
61062,nickatloot,,2,21
61263,matteosalvinimi,,0,68
61264,borghi_claudio,,4,31
61290,uwe_film,,14,23
61382,michael_saylor,,1,54
61591,ariachetira,,0,16
61667,rebelwilson,,0,120
61813,jpmorgan,,0,16
61833,radio_20,,34,22
61848,stevewongla,,0,1266
61906,mybizon,,10,34
62088,skytg24,,2,109
62134,writetobrandon,,44,21
62137,berserk984,,0,23
62139,austinmslingers,,0,23
62140,jim_b60,,0,23
62215,chrissyfarr,,0,17
62282,codiefans,,15,16
62478,saracarterdc,,2,256
62479,stevescalise,,0,257
62852,ladyboarder9669,,0,98
62922,jmatrix76,,3,16
63492,mimconnect,,3,33
63575,anthonyhopkins,,0,99
63698,thepplscontent,,0,53
63786,lmcardib,,0,83
63801,technewsworld,,1,19
63847,perezhilton,,3,21
64126,publicsenat,,1,25
64127,f_patriat,,2,26
64350,trappedmagazine,,1,54
64381,ciberado,,5,17
64698,karthrajan,,1,36
64732,revonsystems,,37,18
64908,jgrobicki,,12,18
64912,lesdoggg,,0,51
64913,pretzelvoice,,10,23
65096,espanto2001,,0,16
65097,alexailacad,,0,22
65355,nightrts,,6,21
65415,twandroid,,1,40
65631,talkingalexa,,0,38
65907,advancedhpc,,4,16
66157,mdallavecchia,,13,26
66159,aruntrish,,1,16
66902,ryanmaue,,0,16
67033,daytradingradio,,11,40
67069,shawlalay,,0,23
67081,cmclymer,,2,125
67826,mountaindew,,0,103
67832,donorschoose,,0,20
67876,lightsofearth,,6,18
68626,worldtrendsinfo,,14,25
68897,techeblog,,0,237
69174,ladysineadnora,,2,52
69241,tcotradioht,,5922,27
69386,botsociety,,0,193
69411,coreymkimball,,1,1332
69692,francescatotolo,,25,228
70167,drthomaspaul,,16,32
70335,manuparadas,,0,118
70543,tecninoticias,,5,21
70982,marketingland,,17,27
70994,elerianm,,2,23
70995,fairmonthotels,,0,24
71091,nbcolympics,,3,101
71185,mike_holoway,,72,69
71401,silaw_sang,,63,41
71446,phhsl,,0,57
71610,jjmccartneylive,,0,228
71794,cherilyneagar,,0,52
71795,phyllisschlafly,,0,52
71796,alexnewman_jou,,16,22
71797,newamericanmag,,0,22
72039,catherineadenle,,1,25
72071,alisovino,,0,19
72089,dri69,,4,17
72141,pirata_21,,0,23
72153,irishappsorg,,0,29
72207,rogerhalsted,,0,31
72287,mgroves,,9,58
72342,theclbryantshow,,21,100
72554,applesliceau,,3,24
72703,pvermeul_peter,,0,22
72722,hint_to,,0,94
72732,ivrpowers,,15,19
72769,cpietsch93,,2,62
72810,iketan86,,0,63
72831,conversionpt,,1,149
72841,aws_uki,,0,27
72890,alexavault,,2,187
72959,securithings,,6,16
73013,katiea_sq,,0,112
73264,lakawula,,0,21
73378,chapterchatnz,,2,28
73423,ebox_support,,11,23
73434,artretail,,97,98
73609,flgovscott,,0,21
73655,geotraq,,5,20
73729,jedespo,,21,20
73757,cedricalexander,,0,50
73758,theblackpanther,,0,50
73873,jimmykimmellive,,6,28
74000,excelsior,,0,22
74127,cassidoo,,17,18
74139,nuwireless,,1,55
74227,yg_blackpink,,3,228
74689,flashcoins,,0,32
74756,maybachmusic,,2,24
75014,toshimin8,,5,83
75068,granvilledsc,,0,53
75128,freeliveyoung2,,0,39
75500,arnaud_delacost,,11,20
75508,ai__tech,,4,31
75520,laltrodiego,,1,26
75583,dinnertablemba,,0,57
75726,hackerearth,,10,23
75766,pubnub,,5,99
75874,hackerspacetech,,0,16
76044,jbnunn,,10,17
76192,lennar,,0,29
76254,sparkfun,,2,210
76313,sabina1956,,15,22
76667,livejasmin,,0,55
76684,techacutecom,,1,17
76901,ocbcbank,,0,63
77000,matloobtahir,,0,33
77058,wcakin,,1,16
77147,atekassetscan,,0,114
77157,manjeetrege,,0,124
77158,vertiai,,0,127
77369,jeffbenton78,,141,69
77373,clemson_tigers,,1,26
77453,mcafee,,0,16
77557,aawrc6ilpigsyej,,0,124
77651,valeriaescort1,,0,26
77676,rainews,,0,25
77715,dodnedder,,7,19
77750,atbandre,,0,42
77757,charlesschwab,,0,20
77799,gianandreagaian,,3,70
77808,mhealthintel,,0,23
77985,accentureitalia,,5,27
78008,amazonnewseu,,3,39
78184,yext,,0,50
78194,evocarshare,,2,18
78342,halocodex,,3,16
78692,beyondtrust,,2,127
78732,graph_aware,,6,17
78796,cyberbgone,,0,19
78838,pawgwithablog,,12,645
78962,sassoftware,,0,16
79026,fintechsin,,0,62
79129,xdannyboy92,,12,57
79168,radiofrance,,0,23
79186,topcybernews,,4,21
79210,worldipreview,,2,20
79299,sitecore,,7,37
79345,emailonacid,,2,27
79347,digitalvipul,,39,21
79385,david__allen,,0,18
79623,bauermedia,,3,19
79686,startup_italia,,4,17
79706,xcentium,,6,22
80132,myking_303,,1,87
80146,mrak1971,,2,125
80238,nickyt3232,,1,41
80486,zono_0,,116,16
80591,1745movie,,0,30
80882,globalmunchkins,,3,26
80900,siafurlersource,,4,47
80901,sia,,1,756
80965,fadouce,,11,42
82286,kdtrey5,,0,1071
82606,apple_coding,,2,18
83563,mat,,0,20
84253,tbgstephen,,11,16
84421,vasiliyfomichev,,0,24
84473,twobobspodcast,,1,30
84790,_drudgereport_,,0,47
84835,jimmykimmel,,2,800
84944,mojojojo613,,0,89
84953,hackread,,1,84
84961,gingerpritch,,0,36
84987,cybersecboardrm,,9,47
84992,technative,,5,38
85022,ahs_media,,1,42
85049,intotheniite,,11,38
85075,quorralyne,,6,18
85174,emmylanepotter,,0,20
85182,talgoldfus,,1,31
85290,scottadamsshow,,1,326
85545,neowinfeed,,0,32
85620,mamalilboonks,,0,121
85651,kimdogg,,19,55
85723,allsweaty,,3,16
85926,defcon,,0,144
86209,smartiolife,,6,1289
86210,itmedia_news,,0,19
86211,frank_rieger,,0,55
86225,vwwvwwvwv,,0,17
86344,bot_furby,,4,24
86371,lasdhq,,0,28
86623,nogentechblog,,0,20
87246,le_parisien,,0,22
87620,ashkhann,,0,35
87954,sesameskreets,,1,18
88413,loudspike,,0,19
88702,iamjrrandyourkn,,0,85
89224,arungupta,,1,19
89444,abajournal,,2,16
89869,tomcraigla,,0,17
89886,official_yuya,,0,47
90046,analysisnytimes,,2,31
90048,rookie_425,,1,30
90153,infracloudio,,3,22
90258,corriere,,0,38
90391,medinfode,,3,18
90492,n2wafmu,,0,164
90646,jjhamblett,,0,28
90787,alexajoss1,,1,906
91059,armeenark,,0,27
91065,timesofisrael,,0,16
91167,soyconnor,,0,18
91199,in2theradio,,31,171
91235,linwood_barclay,,0,475
91419,habitat_domotiq,,0,32
92295,primopolls,,0,56
92474,liamonsocial,,0,18
92798,manouk_akopyan,,0,16
93076,righttrack,,2,272
93091,2015blackdog,,2,35
93092,fattoquotidiano,,0,236
93301,wftv,,0,40
93350,microsoftteams,,0,46
93505,magrom,,2,24
93620,kiss_sakuchan,,0,28
93628,lucaminiero,,1,33
93639,cleverhousewife,,2,35
93730,atwork,,5,21
93901,cheer4mandy,,0,21
93909,paulavedisian,,0,16
93910,ruthhill74,,10,16
93911,ron_1943,,10,16
94305,augustintuk,,0,31
94492,agrahyah,,5,47
94530,carribugbee,,1,35
94785,hikariblue,,12,88
94881,jenlisaislifue,,0,98
94935,droit_ia,,11,52
94938,hoopladigital,,0,49
95141,morethanmysle,,6,58
95265,manojmuntashir,,5,29
95266,mithoon11,,0,31
95267,mohit11481,,0,30
95532,caspyapp,,0,20
95772,manjultoons,,0,20
96045,steal61,,5,19
96100,nerdist,,1,18
96210,thefarm_,,16,16
96232,elena_sinel,,35,22
96233,acornaspiration,,33,46
96261,aaa_46_movie,,24,337
96597,kiritani_mirei_,,0,40
96598,makky_panther,,0,40
96599,risakotanigawa,,4,40
96681,lalettrepro,,16,25
96736,ai_speaker_m,,18,19
96783,jjvincent,,0,17
96871,toomanyts,,5,23
97013,payments_source,,0,32
97218,twit_of,,1,20
97219,lunarmodule7,,1,23
97253,nfuszinc,,0,22
97304,techfluence_in,,3,77
97439,semrush,,0,60
97613,dallassocials,,4,29
97614,bestbuybloggers,,0,31
97620,anonscan,,1,58
97678,sway_hi,,3,22
97832,ethansilver73,,0,17
98171,double_density,,1,21
98173,benjaminsmith,,4,16
98263,girlspeaklouder,,33,20
98348,finnbacker,,0,17
98349,avaniko_tech,,3,17
98480,applefb_,,0,93
98493,csirtcv,,0,51
98567,pscuforward,,0,16
98602,threatpost,,3,312
98680,ibharathlodha,,0,38
98844,truly_secure,,0,21
98991,smarthomeaff,,3,34
99103,chip_20030505,,0,18
99115,voicekungfu,,0,18
99200,creature_dan,,0,37
99203,fiserv,,2,21
99282,insumsolutions,,3,16
99378,hollymergogey,,2,28
99400,rcndigital,,18,24
99759,johnbmurray,,9,29
99929,sanjaybafna,,0,44
100160,techmenttech,,1,48
100311,xilvestre,,0,48
100312,mrapplecollect,,6,46
100474,deonnewm,,0,16
100540,assassman69,,7,108
100570,zdfheute,,0,18
100651,arghlabs,,20,36
100694,hayakhalifa22,,0,21
100885,squilibrioxxx,,2,28
100888,edmkingdom,,14,56
101011,guzmannutrition,,1,23
101102,smexaminer,,0,18
101235,stephaniesheh,,0,24
101373,kikkunmk2,,0,155
101587,st_world,,4,26
101705,inthehighest1,,40,27
101858,amazonmusicjp,,0,76
101914,rockband53,,6,29
101984,t_sakam,,17,20
102196,jrharbort,,0,24
102343,google_homer_,,3,84
102430,ai_5tephen,,22,58
102702,emma_wearables,,3,29
103235,amazonshead,,0,17
103534,theflowai,,8,20
103670,voicesummitai,,45,223
103686,howardfineman,,0,237
103762,unifyworldtech,,2,16
103959,ulkerbatuhan,,0,93
104070,mdinescu,,0,18
104392,appian,,0,38
104488,appleunboxed,,0,21
104618,intershop,,0,16
104700,codecentric,,0,16
104742,sarantosmelogia,,0,525
104787,prudential,,1,30
104803,stonetemple,,3,46
104833,ema_research,,11,16
104869,unamcert,,0,16
105090,bvrpresse,,0,26
105184,visiquate,,0,50
105223,rubinherz,,45,47
105343,team_alexa_ann_,,1,57
105369,hubclouds,,4,16
105567,ramcosystems,,2,96
105638,vecto_mobile,,2,22
106072,healthcareldr,,12,77
106073,omronhealthus,,0,45
106166,fdragoni,,3,243
106388,ghitaiacono,,11,419
106457,igend_,,1,321
106557,hubbucketep,,5,17
106610,ripollrafa,,0,36
106750,antonio_bordin,,2,151
106809,amadiodin,,6,27
106811,lalaura68,,4,153
107040,kate_burleigh,,2,18
107110,luisgyg,,0,18
107291,analisidifesa,,3,58
107710,jade_habibah_dz,,45,42
107711,davidzepeda1,,0,111
107758,mitchybgood,,2,19
108118,danilosantini65,,0,77
108170,imariajohnsen,,0,58
108267,poramarsinley,,0,225
108275,manuelbalbi,,0,16
108310,anabrecoworld,,14,36
108311,anabreco,,0,59
108315,team_zepeda,,46,39
108326,tfaude,,0,20
108508,otheragent,,12,43
108509,elviavasc,,6,17
108574,davidicke,,0,151
108686,bvito5s,,0,29
108787,tfasorg,,0,51
108801,hempoilcures,,4,16
108838,brandonsatrom,,11,39
108863,luigidimaio,,0,41
108971,titletoolbox,,2,83
109074,rishibagree,,0,111
109215,benutech,,3,24
109526,appianfr,,0,29
109535,tg24siria,,1,29
109536,true80sradio,,2,29
109640,rebogateway,,1,16
109666,ridmaur,,1,44
109667,adobeio,,2,47
109984,prostitutasmxxx,,0,93
110023,ggreenwald,,2,43
110134,albaniandiplo,,0,65
110293,marmottedroite,,2,19
110509,beinlibertarian,,0,33
110667,gccowgirl,,0,30
110684,byoblu,,0,101
111182,johnhall,,0,76
111193,influenceandco,,12,65
111412,missanalyzed,,1,18
112289,poxxk,,0,40
112290,guiraudind,,0,40
112406,akiko_lawson,,0,1615
112582,barisanasional,,0,29
112699,bitdegree_org,,0,36
112723,virgintrains,,0,43
112754,10decoders,,13,31
112776,digitalprakhar,,1,23
112802,sthstaffswater,,0,32
112858,fia_alerts,,0,103
112862,tunfaisal,,4,295
113084,nogi46douga_,,4,101
113280,bouncy_news,,0,16
113298,estream_studios,,65,39
113456,digitalcourage,,6,65
113703,oneokrock191919,,0,20
113828,pbalakrishnarao,,0,73
113835,liamsorta,,6,57
113935,reviewsofstuff,,1,30
114139,mochan_tk,,4,16
114358,ual,,2,28
114536,ronald_vanloon,,3,87
114652,istoremx,,0,18
114812,nextquotidiano,,0,91
114888,unity3d,,0,16
115018,bitcoinrts,,0,26
115144,pabwaglover,,0,17
115207,biintelligence,,0,373
115291,aa2cc_flag,,5,19
115426,nordea,,0,16
115676,checkmarx,,8,46
115712,campuscodi,,0,54
115962,shirastweet,,0,54
116045,pid_gov,,2,47
116046,pakistannature,,6,59
116056,rachelmetz,,0,24
116096,statista_fr,,0,29
116211,beagleboardorg,,0,16
116588,mattlovell28,,0,23
116589,safeandthecity,,0,23
116590,centiqltd,,4,23
116770,nintendrew_,,0,46
116916,surumegohan,,41,111
117744,houseofedtech,,6,23
117832,master_roomi,,0,29
117848,kalydeoo,,3,31
117939,teasedenyfemdom,,0,16
117940,bratnatalya,,0,16
118110,miranda524,,1,30
118350,rt_deutsch,,0,29
118387,pwc,,0,27
118399,sohosquarepoet,,9,18
118733,synchrony,,0,25
118741,amk2030,,1,24
119052,italiaoggi,,0,50
119067,davidhorne,,1,29
119068,virgin_trainsec,,6,43
119184,frenchweb,,0,31
119387,wsjjapan,,0,121
119550,hrhappyhour,,7,25
119585,southernmomlove,,0,104
119698,onymos,,2,21
119774,developerworks,,0,36
120032,morlium,,0,16
120055,maisymoocow,,1,26
120119,pixiedust0623,,2,30
120152,reach2ratan,,3,44
120238,mellowjamstudio,,0,63
120301,lefrasidiosho,,0,65
120549,rosyandross,,0,275
120637,momfindsout,,0,56
120657,sourabh_somani,,3,29
121143,googleai,,0,28
122043,toronyanpicat,,0,104
122567,alexaskilldevs,,23,55
122733,craigss,,0,53
122788,inferiormen,,0,22
122820,neilcattermull,,0,16
123255,mirko_ross,,1,19
123376,politicalhedge,,3,18
123664,cgtnofficial,,0,268
123765,thenutrigurl,,6,87
123779,alessiamorani,,0,991
123800,unifiedinbox,,9,138
123931,mibrutus,,13,29
123962,thenyevening,,22,37
123972,guffanti_marco,,10,37
124065,carlosantaroni,,17,39
124116,eugeniocardi,,7,115
124188,cjstancombe,,0,15
124390,noctuness,,0,16
124418,italiarecord,,1,50
124629,ertigre2,,5,16
124630,gq_gianni,,7,16
124643,marcnever,,12,32
124753,ogiannino,,2,17
124792,appschopper,,2,19
125123,talktomehack,,1,20
125164,j_kumagai,,26,30
125327,sbourremani,,19,69
125330,searchhealthit,,8,31
125331,hitexchange,,9,83
125740,healthcareitguy,,0,68
125748,klovechef,,5,44
126276,bernardmarr,,0,19
126323,smbc_midosuke,,0,32
126421,nx_b787,,0,38
126427,hago_dora,,0,17
126932,rogerlateshow,,1,17
126952,fasnix,,0,18
126989,abematv,,0,16
127490,onleaks,,0,36
127733,beltwaypundit,,0,18
127877,aceramerica,,2,16
127885,bmw2163heart,,9,363
127927,4kingandcountry,,0,59
127946,mvavaswitch,,0,82
128215,sindivanzyl,,3,35
128216,lynleymysteries,,0,30
128269,marriottintl,,0,27
128496,churchofengland,,0,63
128509,readeradrift,,2,25
128571,ilfoglio_it,,0,93
128793,jdcanog,,0,23
128915,captgeocat,,2,24
128916,kashmirviii,,0,25
128917,jennyvsimile,,3,25
128984,nahbabynah,,1,39
129562,todropadime2,,1,134
129974,annabd20,,0,362
130142,graphium,,3,31
130998,fderfler,,0,41
131446,aaqib_javaed,,1,22
131869,lucianoghelfi,,0,25
131887,labbufala,,0,130
131913,arsenalekappa,,2,22
131924,heliandros,,1,54
131974,agenzia_ansa,,0,56
132245,pfmajorino,,0,32
132336,espressonline,,0,89
132338,kedarsovani,,0,20
132597,darkreading,,1,17
132842,metamorphoses18,,2,19
133398,clarkhoward,,11,50
133489,surviving5kids,,0,63
133501,bestfriends,,0,22
133544,policia,,0,32
134022,goextend,,4,35
134108,notmyself,,9,25
134337,salamidafabio,,0,30
134598,scar_hien,,7,16
134887,karenhuger,,0,24
134947,radiko_jp,,0,21
135106,marionecomix,,0,41
135245,djkrimp,,0,26
135708,giampaologalli,,1,78
135878,thewizeline,,2,22
135921,jasto_avfc,,0,51
135969,voicetechcarl,,12,46
136425,boulanger,,2,34
136438,sowee_officiel,,0,45
136576,kashthefuturist,,9,36
136616,winkconews,,2,23
136725,edfofficiel,,0,28
136863,arcep,,0,16
137116,elvinelol,,2,22
137127,andrew_osu,,4,18
137444,teleloisirs,,0,16
137484,marcotravaglio,,3,37
137503,angelotani,,5,19
137745,siroyoutuber,,0,416
138738,davez_uk,,3,27
139078,alexavery,,0,16
139133,todoquedaenfam,,5,21
139134,_carlosrivera,,0,21
139210,rsta,,1,35
139344,seresileoni,,1,23
139424,lolbookcom,,4,225
139662,adorableandrude,,0,18
139834,rocket_soup,,0,23
139835,pagesjaunes,,2,18
139903,sophosfrance,,1,52
139907,martdatatalent,,0,18
140062,taigatanaka0121,,1,18
140063,gureepu_oekaki,,2,19
140422,susankeira21,,5,24
140525,lotushannon,,24,27
140538,directors_uk,,4,24
140643,mugglenet,,0,16
141152,vvanywhere,,1,23
141392,fifaworldcup,,0,17
141721,eaboaf_,,0,17
141769,unaaldia,,0,28
142177,lokacyjny,,5,35
142215,marini_gian,,6,17
142437,tmomagmile,,3,23
142646,dw_sports,,17,26
142810,fashionsnap,,0,29
143053,wweramsey,,0,24
143372,jurassicworld,,0,185
143589,quicojubilata,,0,20
143627,ugosetti,,17,18
143746,danilotoninelli,,0,24
143968,checkpointsw,,0,19
144228,nonleggerlo,,0,48
144286,catirafaella,,0,25
144296,maxtom49,,1,20
144299,danielecina,,0,19
144320,backinthegood,,3,18
144351,vanabeau,,0,24
144359,anis_epis,,0,16
144361,movarturoan,,0,17
144397,topam79,,0,92
144428,agiam,,3,22
144445,marco_casellato,,0,24
144450,ercivettone1,,0,18
144452,annaleonardi1,,0,69
144496,ilreverendo71,,0,16
144504,filippo_casini,,3,71
144505,hellzapoppin80,,4,152
144590,corrini,,1,36
144697,antigiornalista,,0,24
144703,cicciogia,,0,58
144771,carmendenola,,0,25
144780,siriomerenda,,1,16
144806,goldstein5s,,0,37
144833,mpskino,,12,41
144927,grouchomac,,0,23
145484,edfetmoi,,2,21
145496,fgourdellier,,0,16
145521,mrsolmaya,,18,19
145522,scolvo,,0,45
145580,iliketomakestuf,,1,16
145581,glowforge,,2,17
145814,brad30097,,8,518
146055,roomba,,0,516
146056,awesomelife2016,,15,18
146164,artiqox,,2,39
146291,optus_digital,,0,104
146376,epelboin,,0,59
146661,detroitdookie,,2,30
146852,adambaldwin,,0,44
147054,afnanyq,,0,44
147627,ocasio2018,,0,159
148108,joncampbellnz,,2,33
148613,newsweek_japan,,0,586
149359,ennioflyano,,5,16
149473,massimoscolari,,0,17
149475,ilep,,1,38
149501,bendellavedova,,0,24
149704,schock,,0,21
149739,rinthething,,0,18
149989,fredasteffl,,0,29
150110,cinemablend,,2,28
150111,hotelt,,3,32
150112,sonypictures,,3,34
150471,bbcparliament,,0,17
150478,gavinwilliamson,,0,206
150738,gillesherail,,0,29
150849,whitneychirps,,1,36
150991,the_river_jp,,1,154
151339,bbc4tech,,0,47
151940,harddriveradio,,4,64
152041,stl_blonde,,0,18
152138,meyerphilip,,1,16
152525,bigboobiesworld,,17,85
152526,duljc,,0,87
152527,anati091252,,0,30
152528,nylo_d,,0,87
152529,eye4boobs,,0,87
152530,boobsvip,,0,30
152554,pornoxdia,,19,57
152659,frederikriedel,,0,56
152781,minsu_korea,,0,19
152949,awf_official,,0,45
153067,mollyday15,,0,20
153268,poetreeotic,,12,30
153291,amazonsnags,,0,28
153411,twistysexile,,0,57
153412,myboobseu,,0,57
